index,Index,Label,unit,start,last,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
WPU371202                     ,WPU371202                     ,"PPI Commodity data for Telecommunication, cable, and internet user services-Long distance business wired telephone service, not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6,93.6,91.7,90.9,87.0,83.5,82.8,81.0,88.1,87.9,95.1,96.183
WPU37120201                   ,WPU37120201                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Long distance business wired telephone service, domestic, not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,94.1,,,,,,,,,,
WPU37120202                   ,WPU37120202                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Long distance business wired telephone service, international, not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,87.9,,,,,,,,,,
WPU371204                     ,WPU371204                     ,"PPI Commodity data for Telecommunication, cable, and internet user services-Private line wired telephone service, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.1,98.5,99.1,98.6,97.4,96.9,96.9,96.9,92.578
WPU37120401                   ,WPU37120401                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Private line wired telephone service, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.1,98.5,99.1,98.6,97.4,96.9,96.9,96.9,92.578
WPU3713                       ,WPU3713                       ,"PPI Commodity data for Telecommunication, cable, and internet user services-Other wired telephone services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,99.0,99.2,99.1,100.0,101.0,102.6,102.4,102.2,103.3,103.8,102.8,103.128
WPU371301                     ,WPU371301                     ,"PPI Commodity data for Telecommunication, cable, and internet user services-Other wired telephone services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,99.0,99.2,99.1,100.0,101.0,102.6,102.4,102.2,103.3,103.8,102.8,103.128
WPU37130103                   ,WPU37130103                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Other toll service, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,97.0,96.8,,,,,,,,,,
WPU37130104                   ,WPU37130104                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Other telephone services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,96.9,96.9,,,,,,,,,,
WPU372                        ,WPU372                        ,"PPI Commodity data for Telecommunication, cable, and internet user services-Wireless telecommunication services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4,93.0,90.7,89.8,87.1,79.4,73.3,67.8,65.2,65.2,64.8,64.763
WPU3721                       ,WPU3721                       ,"PPI Commodity data for Telecommunication, cable, and internet user services-Cellular phone and other wireless telecommunication services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4,90.9,88.6,87.7,85.1,77.6,71.6,66.2,63.7,63.7,63.3,63.27
WPU372101                     ,WPU372101                     ,"PPI Commodity data for Telecommunication, cable, and internet user services-Cellular phone and other wireless telecommunication services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4,90.9,88.6,87.7,85.1,77.6,71.6,66.2,63.7,63.7,63.3,63.27
WPU37210101                   ,WPU37210101                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Cellular phone and other wireless telecommunication services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4,90.9,88.6,87.7,85.1,77.6,71.6,66.2,63.7,63.7,63.3,63.27
WPU373                        ,WPU373                        ,"PPI Commodity data for Telecommunication, cable, and internet user services-Cable and satellite subscriber services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,103.7,106.7,108.6,109.8,111.2,112.7,118.3,122.3,129.9,135.3,137.9,144.065
WPU3731                       ,WPU3731                       ,"PPI Commodity data for Telecommunication, cable, and internet user services-Cable and satellite subscriber services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,103.7,106.7,108.6,109.8,111.2,112.7,118.3,122.3,129.9,135.3,137.9,144.065
WPU373101                     ,WPU373101                     ,"PPI Commodity data for Telecommunication, cable, and internet user services-Cable and satellite subscriber services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,103.7,106.7,108.6,109.8,111.2,112.7,118.3,122.3,129.9,135.3,137.9,144.065
WPU37310101                   ,WPU37310101                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Cable and satellite subscriber services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,103.7,106.7,108.6,109.8,111.2,112.7,118.3,122.3,129.9,135.3,137.9,144.065
WPU374                        ,WPU374                        ,"PPI Commodity data for Telecommunication, cable, and internet user services-Internet access services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,97.7,97.8,97.7,97.9,98.2,97.8,96.0,93.8,93.4,92.5,91.875
WPU3741                       ,WPU3741                       ,"PPI Commodity data for Telecommunication, cable, and internet user services-Internet access services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,97.7,97.8,97.7,97.9,98.2,97.8,96.0,93.8,93.4,92.5,91.875
WPU374102                     ,WPU374102                     ,"PPI Commodity data for Telecommunication, cable, and internet user services-Residential Internet access services, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,100.8,100.9,101.5,101.1,97.2,92.3,91.1,89.5,89.582
WPU37410201                   ,WPU37410201                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Residential Internet access services, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,100.8,100.9,101.5,101.1,97.2,92.3,91.1,89.5,89.582
WPU374103                     ,WPU374103                     ,"PPI Commodity data for Telecommunication, cable, and internet user services-Business Internet access services, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.3,99.6,99.6,99.2,99.3,99.7,100.2,100.0,98.555
WPU37410301                   ,WPU37410301                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Business Internet access services, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.3,99.6,99.6,99.2,99.3,99.7,100.2,100.0,98.555
WPU375                        ,WPU375                        ,"PPI Commodity data for Telecommunication, cable, and internet user services-Bundled wired telecommunications access services, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.3,100.7,102.6,104.4,102.6,105.9,110.0,114.6,116.224
WPU3751                       ,WPU3751                       ,"PPI Commodity data for Telecommunication, cable, and internet user services-Bundled wired telecommunications access services, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.3,100.7,102.6,104.4,102.6,105.9,110.0,114.6,116.224
WPU375101                     ,WPU375101                     ,"PPI Commodity data for Telecommunication, cable, and internet user services-Bundled wired telecommunications access services, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.3,100.7,102.6,104.4,102.6,105.9,110.0,114.6,116.224
WPU37510101                   ,WPU37510101                   ,"PPI Commodity data for Telecommunication, cable, and internet user services-Bundled wired telecommunications access services, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.3,100.7,102.6,104.4,102.6,105.9,110.0,114.6,116.224
WPU38                         ,WPU38                         ,"PPI Commodity data for Data processing and related services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,100.0,100.5,100.5,100.7,100.9,100.5,100.9,101.1,101.5,103.9,105.318
WPU381                        ,WPU381                        ,"PPI Commodity data for Data processing and related services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,100.0,100.5,100.5,100.7,100.9,100.5,100.9,101.1,101.5,103.9,105.318
WPU3811                       ,WPU3811                       ,"PPI Commodity data for Data processing and related services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,100.0,100.5,100.5,100.7,100.9,100.5,100.9,101.1,101.5,103.9,105.318
WPU381101                     ,WPU381101                     ,"PPI Commodity data for Data processing and related services-Hosting, ASP and other IT infrastructure provisioning services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,98.6,98.6,99.6,100.3,99.7,98.8,98.9,99.8,100.6,103.5,108.0,110.565
WPU38110101                   ,WPU38110101                   ,"PPI Commodity data for Data processing and related services-Hosting, ASP and other IT infrastructure provisioning services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,98.6,98.6,99.6,100.3,99.7,98.8,98.9,99.8,100.6,103.5,108.0,110.565
WPU381102                     ,WPU381102                     ,"PPI Commodity data for Data processing and related services-Business process management services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.3,101.0,101.0,100.9,101.6,102.9,101.9,102.1,101.2,96.3,96.3,96.378
WPU38110201                   ,WPU38110201                   ,"PPI Commodity data for Data processing and related services-Business process management services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.3,101.0,101.0,100.9,101.6,102.9,101.9,102.1,101.2,96.3,96.3,96.378
WPU381103                     ,WPU381103                     ,"PPI Commodity data for Data processing and related services-Data management, information transformation and other services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,98.8,99.0,99.3,98.7,99.4,99.2,99.3,98.9,98.9,99.0,99.1,99.24
WPU38110301                   ,WPU38110301                   ,"PPI Commodity data for Data processing and related services-Data management, information transformation and other services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,98.8,99.0,99.3,98.7,99.4,99.2,99.3,98.9,98.9,99.0,99.1,99.24
WPU39                         ,WPU39                         ,"PPI Commodity data for Credit intermediation services (partial), not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,95.6,92.8,90.8,88.8,87.5,86.3,88.0,92.9,95.1,84.7,86.856
WPU391                        ,WPU391                        ,"PPI Commodity data for Credit intermediation services (partial)-Loan services (partial), not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,148.6,148.9,144.8,137.1,132.6,129.9,134.4,143.8,145.0,125.6,133.412
WPU3911                       ,WPU3911                       ,"PPI Commodity data for Credit intermediation services (partial)-Business loans (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.3,213.0,221.3,218.2,203.5,192.2,188.7,200.3,222.2,230.3,177.3,194.218
WPU391101                     ,WPU391101                     ,"PPI Commodity data for Credit intermediation services (partial)-Business loans (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.3,213.0,221.3,218.2,203.5,192.2,188.7,200.3,222.2,230.3,177.3,194.218
WPU39110101                   ,WPU39110101                   ,"PPI Commodity data for Credit intermediation services (partial)-Business loans (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.3,213.0,221.3,218.2,203.5,192.2,188.7,200.3,222.2,230.3,177.3,194.218
WPU3912                       ,WPU3912                       ,"PPI Commodity data for Credit intermediation services (partial)-Consumer loans (partial), not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.9,129.8,126.3,122.3,117.5,116.0,113.2,113.7,117.9,116.0,111.4,116.321
WPU391201                     ,WPU391201                     ,"PPI Commodity data for Credit intermediation services (partial)-Residential real estate loans (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.5,154.1,150.6,147.7,143.9,143.8,140.2,140.7,145.8,142.0,137.1,143.632
WPU39120101                   ,WPU39120101                   ,"PPI Commodity data for Credit intermediation services (partial)-Residential real estate loans, except home equity (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3,146.5,139.7,134.2,130.6,131.6,126.9,124.4,126.5,121.3,120.3,125.446
WPU39120102                   ,WPU39120102                   ,"PPI Commodity data for Credit intermediation services (partial)-Home equity loans (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,243.3,267.8,283.9,277.4,269.4,273.7,297.2,328.0,339.5,296.6,315.987
WPU391202                     ,WPU391202                     ,"PPI Commodity data for Credit intermediation services (partial)-Vehicle loans (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1,109.6,99.1,85.8,71.1,60.3,57.7,57.2,58.1,58.4,60.5,61.743
WPU39120201                   ,WPU39120201                   ,"PPI Commodity data for Credit intermediation services (partial)-Vehicle loans (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1,109.6,99.1,85.8,71.1,60.3,57.7,57.2,58.1,58.4,60.5,61.743
WPU391203                     ,WPU391203                     ,"PPI Commodity data for Credit intermediation services (partial)-Credit cards, overdraft credit, and related plans (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6,144.1,147.1,145.7,143.8,144.3,145.1,150.9,157.4,160.7,147.6,153.212
WPU39120301                   ,WPU39120301                   ,"PPI Commodity data for Credit intermediation services (partial)-Credit cards, overdraft credit, and related plans (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6,144.1,147.1,145.7,143.8,144.3,145.1,150.9,157.4,160.7,147.6,153.212
WPU3913                       ,WPU3913                       ,"PPI Commodity data for Credit intermediation services (partial)-Other loans and loan services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6,113.2,105.6,96.4,92.7,93.9,92.2,95.4,100.4,98.3,91.8,91.955
WPU391301                     ,WPU391301                     ,"PPI Commodity data for Credit intermediation services (partial)-Other loans and loan services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6,113.2,105.6,96.4,92.7,93.9,92.2,95.4,100.4,98.3,91.8,91.955
WPU39130101                   ,WPU39130101                   ,"PPI Commodity data for Credit intermediation services (partial)-Other loans and loan services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6,113.2,105.6,96.4,92.7,93.9,92.2,95.4,100.4,98.3,91.8,91.955
WPU392                        ,WPU392                        ,"PPI Commodity data for Credit intermediation services (partial)-Deposit services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,60.8,57.2,56.6,59.8,61.7,62.0,61.0,63.8,67.3,62.0,59.784
WPU3921                       ,WPU3921                       ,"PPI Commodity data for Credit intermediation services (partial)-Deposit services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,60.8,57.2,56.6,59.8,61.7,62.0,61.0,63.8,67.3,62.0,59.784
WPU392101                     ,WPU392101                     ,"PPI Commodity data for Credit intermediation services (partial)-Deposit services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,60.8,57.2,56.6,59.8,61.7,62.0,61.0,63.8,67.3,62.0,59.784
WPU39210101                   ,WPU39210101                   ,"PPI Commodity data for Credit intermediation services (partial)-Deposit services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,60.8,57.2,56.6,59.8,61.7,62.0,61.0,63.8,67.3,62.0,59.784
WPU393                        ,WPU393                        ,"PPI Commodity data for Credit intermediation services (partial)-Other credit intermediation services, including trust services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.9,100.9,102.6,105.9,100.2,99.4,101.7,103.1,105.5,103.2,103.473
WPU3931                       ,WPU3931                       ,"PPI Commodity data for Credit intermediation services (partial)-Other credit intermediation services, including trust services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.9,100.9,102.6,105.9,100.2,99.4,101.7,103.1,105.5,103.2,103.473
WPU393101                     ,WPU393101                     ,"PPI Commodity data for Credit intermediation services (partial)-Other credit intermediation services, including trust services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.9,100.9,102.6,105.9,100.2,99.4,101.7,103.1,105.5,103.2,103.473
WPU39310101                   ,WPU39310101                   ,"PPI Commodity data for Credit intermediation services (partial)-Other credit intermediation services, including trust services (partial), not seasonally adjusted",Index base: 2009.04 = 100,2009-M04,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.9,100.9,102.6,105.9,100.2,99.4,101.7,103.1,105.5,103.2,103.473
WPU40                         ,WPU40                         ,"PPI Commodity data for Investment services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7,112.2,114.3,120.5,125.9,130.9,148.2,159.8,172.9,176.9,178.9,209.566
WPU401                        ,WPU401                        ,"PPI Commodity data for Investment services-Securities brokerage, dealing, investment advice, and related services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,104.5,103.1,103.2,102.0,104.8,129.0,139.7,155.5,158.5,144.5,159.491
WPU4011                       ,WPU4011                       ,"PPI Commodity data for Investment services-Securities brokerage, dealing, investment advice, and related services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,104.5,103.1,103.2,102.0,104.8,129.0,139.7,155.5,158.5,144.5,159.491
WPU401101                     ,WPU401101                     ,"PPI Commodity data for Investment services-Securities brokerage, dealing, and investment advice, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,97.1,99.4,97.2,98.8,100.6,98.2,97.3,94.4,96.2,95.2,102.2,117.193
WPU40110101                   ,WPU40110101                   ,"PPI Commodity data for Investment services-Securities brokerage, dealing, and investment advice, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,97.1,99.4,97.2,98.8,100.6,98.2,97.3,94.4,96.2,95.2,102.2,117.193
WPU401102                     ,WPU401102                     ,"PPI Commodity data for Investment services-Securities brokerage and dealing related services (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7,110.8,111.0,112.3,109.5,101.6,115.7,192.7,262.3,349.4,380.1,218.7,204.561
WPU40110201                   ,WPU40110201                   ,"PPI Commodity data for Investment services-Securities brokerage and dealing related services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7,110.8,111.0,112.3,109.5,101.6,115.7,192.7,262.3,349.4,380.1,218.7,204.561
WPU402                        ,WPU402                        ,"PPI Commodity data for Investment services-Portfolio management, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,113.6,123.7,132.0,153.7,174.7,184.2,187.4,200.0,211.5,216.2,229.4,275.66
WPU4021                       ,WPU4021                       ,"PPI Commodity data for Investment services-Portfolio management, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,113.6,123.7,132.0,153.7,174.7,184.2,187.4,200.0,211.5,216.2,229.4,275.66
WPU402101                     ,WPU402101                     ,"PPI Commodity data for Investment services-Portfolio management, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,113.6,123.7,132.0,153.7,174.7,184.2,187.4,200.0,211.5,216.2,229.4,275.66
WPU40210101                   ,WPU40210101                   ,"PPI Commodity data for Investment services-Portfolio management, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,113.6,123.7,132.0,153.7,174.7,184.2,187.4,200.0,211.5,216.2,229.4,275.66
WPU403                        ,WPU403                        ,"PPI Commodity data for Investment services-Investment banking, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,108.3,117.4,124.5,130.4,139.6,147.4,148.2,162.6,177.2,184.1,201.8,244.766
WPU4031                       ,WPU4031                       ,"PPI Commodity data for Investment services-Investment banking, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,108.3,117.4,124.5,130.4,139.6,147.4,148.2,162.6,177.2,184.1,201.8,244.766
WPU403101                     ,WPU403101                     ,"PPI Commodity data for Investment services-Investment banking, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,108.3,117.4,124.5,130.4,139.6,147.4,148.2,162.6,177.2,184.1,201.8,244.766
WPU40310101                   ,WPU40310101                   ,"PPI Commodity data for Investment services-Investment banking, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,108.3,117.4,124.5,130.4,139.6,147.4,148.2,162.6,177.2,184.1,201.8,244.766
WPU41                         ,WPU41                         ,"PPI Commodity data for Insurance and annuities, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,106.0,107.7,108.9,110.5,111.8,114.0,117.2,120.6,122.7,124.5,124.094
WPU411                        ,WPU411                        ,"PPI Commodity data for Insurance and annuities-Insurance, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,106.1,108.4,109.8,111.0,112.4,114.7,118.0,121.6,124.1,126.1,125.741
WPU4111                       ,WPU4111                       ,"PPI Commodity data for Insurance and annuities-Insurance, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,106.1,108.4,109.8,111.0,112.4,114.7,118.0,121.6,124.1,126.1,125.741
WPU411101                     ,WPU411101                     ,"PPI Commodity data for Insurance and annuities-Life insurance, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,101.7,103.2,103.7,103.9,104.0,104.3,104.1,104.2,104.2,105.1,105.594
WPU41110101                   ,WPU41110101                   ,"PPI Commodity data for Insurance and annuities-Life insurance, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,101.7,103.2,103.7,103.9,104.0,104.3,104.1,104.2,104.2,105.1,105.594
