Descriptions:,Unit:,Multiplier:,Currency:,Unique Identifier:,Series Name:
Business equipment ex. hi-tech and motor vehicles and parts; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X52HTV.N,IP.X52HTV.N
Construction supplies ex. hi-tech; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5410H.S,IP.X5410H.S
Construction supplies ex. hi-tech; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5410H.N,IP.X5410H.N
"Business supplies ex. energy, motor vehicles & parts, and selected high-tech industries; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5421T.S,IP.X5421T.S
"Business supplies ex. energy, motor vehicles & parts, and selected high-tech industries; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5421T.N,IP.X5421T.N
"Materials ex. energy, motor vehicles & pts., computers, communications eq., and semiconductors; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X53EHV.S,IP.X53EHV.S
"Materials ex. energy, motor vehicles & pts., computers, communications eq., and semiconductors; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X53EHV.N,IP.X53EHV.N
"Total ex. computers, communications eq., and semiconductors; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X50HTK.S,IP.X50HTK.S
"Total ex. computers, communications eq., and semiconductors; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X50HTK.N,IP.X50HTK.N
"Manufacturing ex. computers, communications eq., and semiconductors; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X4HTK2.S,IP.X4HTK2.S
"Manufacturing ex. computers, communications eq., and semiconductors; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X4HTK2.N,IP.X4HTK2.N
"Durable mfg. ex. computers, communications eq., and semiconductors; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5HTK2.S,IP.X5HTK2.S
"Durable mfg. ex. computers, communications eq., and semiconductors; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5HTK2.N,IP.X5HTK2.N
Total ex. motor vehicles and parts; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X50001.S,IP.X50001.S
Total ex. motor vehicles and parts; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X50001.N,IP.X50001.N
Manufacturing ex. motor vehicles and parts; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.XXX001.S,IP.XXX001.S
Manufacturing ex. motor vehicles and parts; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.XXX001.N,IP.XXX001.N
Durable manufacturing ex. motor vehicles & parts; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X005MV.S,IP.X005MV.S
Durable manufacturing ex. motor vehicles & parts; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X005MV.N,IP.X005MV.N
Total ex. selected high-tech. and motor vehicles & pts.; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5VHT2.S,IP.X5VHT2.S
Total ex. selected high-tech. and motor vehicles & pts.; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5VHT2.N,IP.X5VHT2.N
Manufacturing ex. hi-tech and motor vehicles & pts.; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X4HTMV.S,IP.X4HTMV.S
Manufacturing ex. hi-tech and motor vehicles & pts.; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X4HTMV.N,IP.X4HTMV.N
Non-energy materials for finished goods producers; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B53810.S,IP.B53810.S
Non-energy materials for finished goods producers; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B53810.N,IP.B53810.N
Non-energy materials for intermediate goods producers; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B53820.S,IP.B53820.S
Non-energy materials for intermediate goods producers; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B53820.N,IP.B53820.N
Finished processing--gross value; s.a. IP,Index:_2012_100,1,NA,G17/IP_GROSS_VALUE_STAGE_OF_PROCESS_GROUPS/IP.TB56400.S,IP.TB56400.S
Finished processing--gross value; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_GROSS_VALUE_STAGE_OF_PROCESS_GROUPS/IP.TB56400.N,IP.TB56400.N
Semifinished processing--gross value; s.a. IP,Index:_2012_100,1,NA,G17/IP_GROSS_VALUE_STAGE_OF_PROCESS_GROUPS/IP.TB56300.S,IP.TB56300.S
Semifinished processing--gross value; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_GROSS_VALUE_STAGE_OF_PROCESS_GROUPS/IP.TB56300.N,IP.TB56300.N
Primary processing--gross value; s.a. IP,Index:_2012_100,1,NA,G17/IP_GROSS_VALUE_STAGE_OF_PROCESS_GROUPS/IP.TB56200.S,IP.TB56200.S
Primary processing--gross value; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_GROSS_VALUE_STAGE_OF_PROCESS_GROUPS/IP.TB56200.N,IP.TB56200.N
Crude processing--gross value; s.a. IP,Index:_2012_100,1,NA,G17/IP_GROSS_VALUE_STAGE_OF_PROCESS_GROUPS/IP.TB56100.S,IP.TB56100.S
Crude processing--gross value; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_GROSS_VALUE_STAGE_OF_PROCESS_GROUPS/IP.TB56100.N,IP.TB56100.N
Total motor vehicle assemblies; s.a.,Number,1000000,NA,G17/MVA/MVA.TOTASS.S,MVA.TOTASS.S
Total motor vehicle assemblies; n.s.a.,Number,1000000,NA,G17/MVA/MVA.TOTASS.N,MVA.TOTASS.N
Auto assemblies; s.a.,Number,1000000,NA,G17/MVA/MVA.AUTOAS.S,MVA.AUTOAS.S
Auto assemblies; n.s.a.,Number,1000000,NA,G17/MVA/MVA.AUTOAS.N,MVA.AUTOAS.N
Truck assemblies; s.a.,Number,1000000,NA,G17/MVA/MVA.TRUCKS.S,MVA.TRUCKS.S
Truck assemblies; n.s.a.,Number,1000000,NA,G17/MVA/MVA.TRUCKS.N,MVA.TRUCKS.N
Light truck assemblies; s.a.,Number,1000000,NA,G17/MVA/MVA.LTTRCK.S,MVA.LTTRCK.S
Light truck assemblies; n.s.a.,Number,1000000,NA,G17/MVA/MVA.LTTRCK.N,MVA.LTTRCK.N
Heavy and medium truck assemblies; s.a.,Number,1000000,NA,G17/MVA/MVA.HMTRCK.S,MVA.HMTRCK.S
Heavy and medium truck assemblies; n.s.a.,Number,1000000,NA,G17/MVA/MVA.HMTRCK.N,MVA.HMTRCK.N
Autos and light truck assemblies; s.a.,Number,1000000,NA,G17/MVA/MVA.AUTLTT.S,MVA.AUTLTT.S
Autos and light truck assemblies; n.s.a.,Number,1000000,NA,G17/MVA/MVA.AUTLTT.N,MVA.AUTLTT.N
"Diffusion index of industrial production, one month earlier; s.a. DIFF",Percentage,1,NA,G17/DIFF/DIFF.DIFFUSION_1.S,DIFF.DIFFUSION_1.S
"Diffusion index of industrial production, three months earlier; s.a. DIFF",Percentage,1,NA,G17/DIFF/DIFF.DIFFUSION_3.S,DIFF.DIFFUSION_3.S
"Diffusion index of industrial production, six months earlier; s.a. DIFF",Percentage,1,NA,G17/DIFF/DIFF.DIFFUSION_6.S,DIFF.DIFFUSION_6.S
Total index; s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.B50001.S,CAP.B50001.S
Manufacturing (SIC); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.B00004.S,CAP.B00004.S
Manufacturing (NAICS); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.GMF.S,CAP.GMF.S
Durable manufacturing (NAICS); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.GMFD.S,CAP.GMFD.S
Wood product  (NAICS = 321); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G321.S,CAP.G321.S
Nonmetallic mineral product  (NAICS = 327); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G327.S,CAP.G327.S
Primary metal  (NAICS = 331); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G331.S,CAP.G331.S
Fabricated metal product  (NAICS = 332); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G332.S,CAP.G332.S
Machinery  (NAICS = 333); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G333.S,CAP.G333.S
Computer and electronic product  (NAICS = 334); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G334.S,CAP.G334.S
"Electrical equipment, appliance, and component  (NAICS = 335); s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.G335.S,CAP.G335.S
Motor vehicles and parts  (NAICS = 3361-3); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G3361T3.S,CAP.G3361T3.S
Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G3364T9.S,CAP.G3364T9.S
Furniture and related product  (NAICS = 337); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G337.S,CAP.G337.S
Miscellaneous  (NAICS = 339); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G339.S,CAP.G339.S
Nondurable manufacturing (NAICS); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.GMFN.S,CAP.GMFN.S
"Food, beverage, and tobacco  (NAICS = 311,2); s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.G311A2.S,CAP.G311A2.S
"Textiles and products  (NAICS = 313,4); s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.G313A4.S,CAP.G313A4.S
"Apparel and leather goods  (NAICS = 315,6); s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.G315A6.S,CAP.G315A6.S
Paper  (NAICS = 322); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G322.S,CAP.G322.S
Printing and related support activities  (NAICS = 323); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G323.S,CAP.G323.S
Petroleum and coal products  (NAICS = 324); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G324.S,CAP.G324.S
Chemical  (NAICS = 325); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G325.S,CAP.G325.S
Plastics and rubber products  (NAICS = 326); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G326.S,CAP.G326.S
Other manufacturing; s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.GMFO.S,CAP.GMFO.S
Mining  (NAICS = 21); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G21.S,CAP.G21.S
"Electric and gas utilities  (NAICS = 2211,2); s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.G2211A2.S,CAP.G2211A2.S
"Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.HITEK2.S,CAP.HITEK2.S
Computer and peripheral equipment  (NAICS = 3341); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G3341.S,CAP.G3341.S
Communications equipment  (NAICS = 3342); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G3342.S,CAP.G3342.S
Semiconductor and other electronic component  (NAICS = 3344); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G3344.S,CAP.G3344.S
"Total ex. computers, communications eq., and semiconductors; s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.X50HTK.S,CAP.X50HTK.S
"Manufacturing ex. computers, communications eq., and semiconductors; s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.X4HTK2.S,CAP.X4HTK2.S
Crude processing (capacity); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.B5610C.S,CAP.B5610C.S
Primary & semifinished processing (capacity); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.B562A3C.S,CAP.B562A3C.S
Finished processing (capacity); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.B5640C.S,CAP.B5640C.S
"Iron and steel products  (NAICS = 3311,2); s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.G3311A2.S,CAP.G3311A2.S
Transportation equipment  (NAICS = 336); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G336.S,CAP.G336.S
Automobile and light duty motor vehicle  (NAICS = 33611); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G33611.S,CAP.G33611.S
Food  (NAICS = 311); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G311.S,CAP.G311.S
Beverage and tobacco product  (NAICS = 312); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G312.S,CAP.G312.S
Textile mills  (NAICS = 313); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G313.S,CAP.G313.S
Textile product mills  (NAICS = 314); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G314.S,CAP.G314.S
Apparel  (NAICS = 315); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G315.S,CAP.G315.S
Leather and allied product  (NAICS = 316); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G316.S,CAP.G316.S
Plastics material and resin  (NAICS = 325211); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.N325211.S,CAP.N325211.S
Synthetic rubber  (NAICS = 325212); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G325212.S,CAP.G325212.S
Artificial and synthetic fibers and filaments  (NAICS = 32522); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G32522.S,CAP.G32522.S
Oil and gas extraction  (NAICS = 211); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G211.S,CAP.G211.S
Mining (except oil and gas)  (NAICS = 212); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G212.S,CAP.G212.S
Coal mining  (NAICS = 2121); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.N2121.S,CAP.N2121.S
Metal ore mining  (NAICS = 2122); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G2122.S,CAP.G2122.S
Nonmetallic mineral mining and quarrying  (NAICS = 2123); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G2123.S,CAP.G2123.S
Support activities for mining  (NAICS = 213); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G213.S,CAP.G213.S
"Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. CAP",Index:_2012_100,1,NA,G17/CAP/CAP.G2211.S,CAP.G2211.S
Natural gas distribution  (NAICS = 2212); s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.G2212.S,CAP.G2212.S
Manufacturing ex. hi-tech and motor vehicles & pts.; s.a. CAP,Index:_2012_100,1,NA,G17/CAP/CAP.X4HTMV.S,CAP.X4HTMV.S
Total index; s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.B50001.S,CAPUTL.B50001.S
Manufacturing (SIC); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.B00004.S,CAPUTL.B00004.S
Manufacturing (NAICS); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.GMF.S,CAPUTL.GMF.S
Durable manufacturing (NAICS); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.GMFD.S,CAPUTL.GMFD.S
Wood product  (NAICS = 321); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G321.S,CAPUTL.G321.S
Nonmetallic mineral product  (NAICS = 327); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G327.S,CAPUTL.G327.S
Primary metal  (NAICS = 331); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G331.S,CAPUTL.G331.S
Fabricated metal product  (NAICS = 332); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G332.S,CAPUTL.G332.S
Machinery  (NAICS = 333); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G333.S,CAPUTL.G333.S
Computer and electronic product  (NAICS = 334); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G334.S,CAPUTL.G334.S
"Electrical equipment, appliance, and component  (NAICS = 335); s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.G335.S,CAPUTL.G335.S
Motor vehicles and parts  (NAICS = 3361-3); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G3361T3.S,CAPUTL.G3361T3.S
Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G3364T9.S,CAPUTL.G3364T9.S
Furniture and related product  (NAICS = 337); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G337.S,CAPUTL.G337.S
Miscellaneous  (NAICS = 339); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G339.S,CAPUTL.G339.S
Nondurable manufacturing (NAICS); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.GMFN.S,CAPUTL.GMFN.S
"Food, beverage, and tobacco  (NAICS = 311,2); s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.G311A2.S,CAPUTL.G311A2.S
"Textiles and products  (NAICS = 313,4); s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.G313A4.S,CAPUTL.G313A4.S
"Apparel and leather goods  (NAICS = 315,6); s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.G315A6.S,CAPUTL.G315A6.S
Paper  (NAICS = 322); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G322.S,CAPUTL.G322.S
Printing and related support activities  (NAICS = 323); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G323.S,CAPUTL.G323.S
Petroleum and coal products  (NAICS = 324); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G324.S,CAPUTL.G324.S
Chemical  (NAICS = 325); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G325.S,CAPUTL.G325.S
Plastics and rubber products  (NAICS = 326); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G326.S,CAPUTL.G326.S
Other manufacturing; s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.GMFO.S,CAPUTL.GMFO.S
Mining  (NAICS = 21); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G21.S,CAPUTL.G21.S
"Electric and gas utilities  (NAICS = 2211,2); s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.G2211A2.S,CAPUTL.G2211A2.S
"Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.HITEK2.S,CAPUTL.HITEK2.S
Computer and peripheral equipment  (NAICS = 3341); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G3341.S,CAPUTL.G3341.S
Communications equipment  (NAICS = 3342); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G3342.S,CAPUTL.G3342.S
Semiconductor and other electronic component  (NAICS = 3344); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G3344.S,CAPUTL.G3344.S
"Total ex. computers, communications eq., and semiconductors; s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.X50HTK.S,CAPUTL.X50HTK.S
"Manufacturing ex. computers, communications eq., and semiconductors; s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.X4HTK2.S,CAPUTL.X4HTK2.S
Crude processing (capacity); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.B5610C.S,CAPUTL.B5610C.S
Primary & semifinished processing (capacity); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.B562A3C.S,CAPUTL.B562A3C.S
Finished processing (capacity); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.B5640C.S,CAPUTL.B5640C.S
"Iron and steel products  (NAICS = 3311,2); s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.G3311A2.S,CAPUTL.G3311A2.S
Transportation equipment  (NAICS = 336); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G336.S,CAPUTL.G336.S
Automobile and light duty motor vehicle  (NAICS = 33611); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G33611.S,CAPUTL.G33611.S
Food  (NAICS = 311); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G311.S,CAPUTL.G311.S
Beverage and tobacco product  (NAICS = 312); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G312.S,CAPUTL.G312.S
Textile mills  (NAICS = 313); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G313.S,CAPUTL.G313.S
Textile product mills  (NAICS = 314); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G314.S,CAPUTL.G314.S
Apparel  (NAICS = 315); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G315.S,CAPUTL.G315.S
Leather and allied product  (NAICS = 316); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G316.S,CAPUTL.G316.S
Plastics material and resin  (NAICS = 325211); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.N325211.S,CAPUTL.N325211.S
Synthetic rubber  (NAICS = 325212); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G325212.S,CAPUTL.G325212.S
Artificial and synthetic fibers and filaments  (NAICS = 32522); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G32522.S,CAPUTL.G32522.S
Oil and gas extraction  (NAICS = 211); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G211.S,CAPUTL.G211.S
Mining (except oil and gas)  (NAICS = 212); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G212.S,CAPUTL.G212.S
Coal mining  (NAICS = 2121); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.N2121.S,CAPUTL.N2121.S
Metal ore mining  (NAICS = 2122); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G2122.S,CAPUTL.G2122.S
Nonmetallic mineral mining and quarrying  (NAICS = 2123); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G2123.S,CAPUTL.G2123.S
Support activities for mining  (NAICS = 213); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G213.S,CAPUTL.G213.S
"Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. CAPUTL",Percentage,1,NA,G17/CAPUTL/CAPUTL.G2211.S,CAPUTL.G2211.S
Natural gas distribution  (NAICS = 2212); s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.G2212.S,CAPUTL.G2212.S
Manufacturing ex. hi-tech and motor vehicles & pts.; s.a. CAPUTL,Percentage,1,NA,G17/CAPUTL/CAPUTL.X4HTMV.S,CAPUTL.X4HTMV.S
Final products and nonindustrial supplies--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T50030.S,GVIP.T50030.S
Final products--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T50002.S,GVIP.T50002.S
Consumer goods--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T51000.S,GVIP.T51000.S
Durable consumer goods--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T51100.S,GVIP.T51100.S
Automotive products--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T51110.S,GVIP.T51110.S
Other durable goods--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T51120.S,GVIP.T51120.S
Nondurable consumer goods--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T51200.S,GVIP.T51200.S
"Equipment, total--gross value; s.a. GVIP",Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T52000.S,GVIP.T52000.S
Business equipment and defense and space equipment--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T521A3.S,GVIP.T521A3.S
Business equipment--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T52100.S,GVIP.T52100.S
Defense and space equipment--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T52300.S,GVIP.T52300.S
Nonindustrial supplies--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T54000.S,GVIP.T54000.S
Construction supplies--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T54100.S,GVIP.T54100.S
Business supplies--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T54200.S,GVIP.T54200.S
Commercial energy products--gross value; s.a. GVIP,Currency:_Base_2012,1.00E+09,USD,G17/GVIP/GVIP.T54220.S,GVIP.T54220.S
Total index; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B50001.S,RIW.B50001.S
Final products and nonindustrial supplies; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B50030.S,RIW.B50030.S
Consumer goods; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51000.S,RIW.B51000.S
Durable consumer goods; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51100.S,RIW.B51100.S
Automotive products; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51110.S,RIW.B51110.S
"Computers, video and audio equipment; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.B51121.S,RIW.B51121.S
"Appliances, furniture, and carpeting; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.B51122.S,RIW.B51122.S
Miscellaneous durable goods; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51123.S,RIW.B51123.S
Nondurable consumer goods; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51200.S,RIW.B51200.S
Nondurable nonenergy consumer goods; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51210.S,RIW.B51210.S
Foods and tobacco; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51211.S,RIW.B51211.S
Clothing; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51212.S,RIW.B51212.S
Chemical products; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51213.S,RIW.B51213.S
