index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
WDU13360101                   ,WDU13360101                   ,"PPI Commodity data for Nonmetallic mineral products-Dry mixed concrete materials, not seasonally adjusted, discontinued",Index base: 1982 = 100,1996-M07,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.3,121.1,124.1,,,,,,,,,,,,
WDU1341                       ,WDU1341                       ,"PPI Commodity data for Nonmetallic mineral products-Building brick, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1984-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,,,,51.4,56.7,65.3,75.0,84.2,89.9,96.1,100.0,108.1,112.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU134101                     ,WDU134101                     ,"PPI Commodity data for Nonmetallic mineral products-Building brick, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1984-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,56.7,65.3,75.0,84.2,89.9,96.1,100.0,108.1,112.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13410101                   ,WDU13410101                   ,"PPI Commodity data for Nonmetallic mineral products-Building brick, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1984-M13,,,,,,,,,,,,,,,,,,,,,,18.8,21.2,22.1,22.9,24.4,24.3,24.7,25.0,25.9,27.5,27.8,28.1,28.8,29.2,29.3,29.6,30.0,30.2,30.6,31.5,32.0,33.1,34.5,35.9,37.4,39.1,41.9,45.9,51.4,56.7,65.3,75.0,84.2,89.9,96.1,100.0,108.1,112.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13440101                   ,WDU13440101                   ,"PPI Commodity data for Nonmetallic mineral products-Drain tile, round, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1978-M04,,,,,,,,,,,,,,,,,,,,,,54.8,59.6,62.3,63.4,70.0,70.0,70.7,71.4,72.4,75.4,76.2,79.6,82.2,84.9,84.9,84.9,86.1,87.9,88.3,92.9,100.0,103.6,105.6,110.9,112.9,113.0,113.0,157.0,193.1,201.8,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13440111                   ,WDU13440111                   ,"PPI Commodity data for Nonmetallic mineral products-Structural tile, glazed, facing, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,68.4,70.9,74.6,75.0,79.6,79.6,79.6,79.6,83.1,85.5,85.8,86.7,91.5,91.6,93.4,95.7,94.6,95.8,96.7,98.3,100.0,106.9,113.9,123.4,134.6,137.7,140.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13440121                   ,WDU13440121                   ,"PPI Commodity data for Nonmetallic mineral products-Partition tile, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,58.8,62.8,64.7,67.3,72.5,72.8,73.6,74.9,78.2,82.4,82.4,83.9,84.5,88.5,89.6,90.1,91.1,91.1,91.3,94.1,100.0,101.9,106.7,110.9,112.0,112.0,121.1,134.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU1351                       ,WDU1351                       ,"PPI Commodity data for Nonmetallic mineral products-Refractories, not seasonally adjusted, discontinued",Index base: 1967 = 100,1971-M01,1974-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13510141                   ,WDU13510141                   ,"PPI Commodity data for Nonmetallic mineral products-Silica brick, standard, not seasonally adjusted, discontinued",Index base: 1967 = 100,1960-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,103.7,103.7,101.7,99.5,99.8,99.9,100.0,102.8,103.1,108.4,115.2,118.3,121.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13520101                   ,WDU13520101                   ,"PPI Commodity data for Nonmetallic mineral products-Fireclay (inc semisil.) brick & clay, ex. superduty, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1991-M06,,,,,,,,,,,,,,,,,,,,,,13.3,14.7,15.4,16.9,18.3,18.5,20.1,21.3,22.7,24.1,25.7,26.3,27.0,27.0,26.2,25.7,25.7,26.2,26.5,26.8,27.3,30.3,31.6,36.4,38.8,39.4,40.9,42.6,48.1,54.0,58.3,63.4,69.5,78.0,88.1,100.0,102.8,108.7,114.9,115.7,116.1,116.6,123.8,122.6,,,,,,,,,,,,,,,,,,,,,
WDU13520111                   ,WDU13520111                   ,"PPI Commodity data for Nonmetallic mineral products-Superduty fireclay brick & shapes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1960-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,24.9,25.5,25.5,26.4,26.7,26.7,26.7,28.3,29.3,32.4,34.5,34.9,36.0,38.7,46.4,52.8,56.9,61.6,67.0,76.6,88.9,100.0,102.3,107.7,113.8,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13520121                   ,WDU13520121                   ,"PPI Commodity data for Nonmetallic mineral products-Ladle brick, not seasonally adjusted, discontinued",Index base: 1982 = 100,1960-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,31.5,31.6,31.8,32.2,32.5,32.7,33.6,34.6,34.8,36.7,36.6,36.6,39.3,39.8,45.6,48.8,53.3,58.5,65.4,73.0,81.5,100.0,101.9,108.3,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13520131                   ,WDU13520131                   ,"PPI Commodity data for Nonmetallic mineral products-High alumina, incl. ladlebrick, 50% alumina & over, not seasonally adjusted, discontinued",Index base: 1982 = 100,1960-M01,1991-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,22.1,22.2,22.4,23.6,24.1,24.1,24.3,25.9,26.6,28.5,29.4,31.1,35.7,38.5,47.0,52.6,56.4,61.9,67.7,77.7,88.0,100.0,98.0,101.4,104.1,102.3,100.6,108.3,112.9,115.9,,,,,,,,,,,,,,,,,,,,,
WDU13520141                   ,WDU13520141                   ,"PPI Commodity data for Nonmetallic mineral products-Other bricks and shapes, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1991-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,103.8,106.9,110.8,114.3,,,,,,,,,,,,,,,,,,,,,
WDU13520145                   ,WDU13520145                   ,"PPI Commodity data for Nonmetallic mineral products-Bricks and shapes, not seasonally adjusted, discontinued",Index base: 1991.06 = 100,1991-M06,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,103.1,102.8,104.2,107.6,110.2,111.6,112.1,114.8,123.6,128.0,131.9,143.4,,,,,,,
WDU13520151                   ,WDU13520151                   ,"PPI Commodity data for Nonmetallic mineral products-Castable refractories, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,2004-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,58.5,62.6,67.4,72.4,81.7,91.9,100.0,99.6,99.5,107.0,108.9,108.5,109.6,112.8,116.3,118.6,118.8,124.2,127.0,131.9,137.4,141.2,144.0,147.5,150.4,165.7,172.1,,,,,,,,,
WDU13520161                   ,WDU13520161                   ,"PPI Commodity data for Nonmetallic mineral products-Unshaped clay refractories, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2003-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,100.7,104.5,107.4,112.5,114.8,115.3,116.1,119.2,123.4,129.9,131.3,134.0,134.9,135.2,137.0,137.3,,,,,,,,,
WDU13520171                   ,WDU13520171                   ,"PPI Commodity data for Nonmetallic mineral products-Other clay refractory mat'ls sold in lump or ground, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1992-M04,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.9,115.8,119.3,121.0,,,,,,,,,,,,,,,
WDU13530101                   ,WDU13530101                   ,"PPI Commodity data for Nonmetallic mineral products-Magnesite brick, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7,63.3,67.8,70.6,74.2,80.7,94.1,100.0,101.2,102.5,103.2,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13530111                   ,WDU13530111                   ,"PPI Commodity data for Nonmetallic mineral products-Magnesite-chrome brick, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,54.3,60.1,65.7,72.5,80.6,93.4,100.0,102.3,116.7,117.6,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13530113                   ,WDU13530113                   ,"PPI Commodity data for Nonmetallic mineral products-Magnesite and magnesite-chrome bricks & shapes, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2002-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,99.6,101.7,104.2,109.0,111.3,110.0,106.8,106.6,111.5,115.1,112.3,115.5,115.9,115.6,122.3,124.9,,,,,,,,,
WDU13530115                   ,WDU13530115                   ,"PPI Commodity data for Nonmetallic mineral products-Silica bricks and shapes, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1992-M08,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7,79.8,82.0,90.7,92.7,94.1,94.3,95.9,98.4,93.9,90.8,93.9,,,,,,,
WDU13530117                   ,WDU13530117                   ,"PPI Commodity data for Nonmetallic mineral products-All other nonclay refractory bricks and shapes, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.9,105.8,115.3,117.4,119.2,119.8,120.9,122.8,126.0,130.8,133.4,134.3,136.1,138.5,143.2,145.3,148.0,151.6,,,,,,,
WDU13530119                   ,WDU13530119                   ,"PPI Commodity data for Nonmetallic mineral products-Nonclay refractory mortars/castables, hydro setting, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,106.9,109.0,117.3,120.3,127.8,133.1,135.3,137.1,145.5,146.7,148.0,151.2,153.1,155.2,163.3,163.9,165.5,172.5,,,,,,,
WDU13530131                   ,WDU13530131                   ,"PPI Commodity data for Nonmetallic mineral products-Basic ramming mixes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,55.0,59.6,64.9,70.1,78.7,91.9,100.0,101.6,107.1,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13530132                   ,WDU13530132                   ,"PPI Commodity data for Nonmetallic mineral products-Plastic refractories & ramming mixes & nonhyd. cast., not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.2,105.7,118.6,121.1,124.8,,128.0,129.2,138.1,145.6,150.6,152.6,157.5,166.0,179.3,172.0,174.5,180.3,,,,,,,
WDU13530141                   ,WDU13530141                   ,"PPI Commodity data for Nonmetallic mineral products-Nonclay gunning mixes, basic and other, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,2004-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,56.9,61.1,66.0,72.2,,,,,,,103.4,103.5,105.3,109.2,110.9,114.7,113.4,112.8,112.8,112.9,113.3,113.5,114.0,113.9,113.9,115.0,115.4,115.4,,,,,,,,
WDU13530143                   ,WDU13530143                   ,"PPI Commodity data for Nonmetallic mineral products-Other nonclay refractory materials in lump or ground, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.7,102.0,106.7,106.8,107.8,109.4,112.6,114.1,115.3,119.7,124.4,127.0,125.8,125.6,127.3,132.0,131.1,138.7,,,,,,,
WDU13610102                   ,WDU13610102                   ,"PPI Commodity data for Nonmetallic mineral products-Strip shingles, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,26.0,28.5,28.5,28.0,28.8,28.3,29.5,28.5,29.0,30.6,33.5,30.7,31.7,28.6,30.9,29.8,28.3,27.9,28.9,30.1,29.5,30.7,30.1,29.4,36.2,38.2,39.5,54.2,62.1,65.9,70.2,82.2,90.1,106.4,101.9,100.0,93.8,97.9,100.6,96.8,91.9,92.6,92.5,93.8,94.9,92.6,93.3,90.6,94.1,93.8,93.4,93.7,92.9,98.0,100.4,102.1,106.8,,,,,,,,
WDU13610111                   ,WDU13610111                   ,"PPI Commodity data for Nonmetallic mineral products-Smooth surface roll roofing, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,18.8,20.6,20.5,20.2,20.9,20.5,21.2,20.7,21.5,22.1,24.2,22.2,23.0,23.9,24.5,22.5,19.5,19.4,21.8,23.5,22.4,23.4,24.8,25.4,34.3,36.1,38.0,52.9,61.8,66.1,70.0,82.2,88.0,103.9,102.8,100.0,97.4,,113.0,113.2,109.6,119.6,119.2,123.2,118.1,110.3,110.9,110.8,113.3,114.4,114.3,113.9,113.3,117.4,119.9,121.6,128.8,,,,,,,,
WDU13610112                   ,WDU13610112                   ,"PPI Commodity data for Nonmetallic mineral products-Mineral surface roll roofing, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,19.8,21.7,21.7,21.6,23.0,22.5,23.5,22.9,23.6,24.8,27.2,25.4,26.2,23.6,25.5,23.7,23.1,22.8,24.1,25.7,24.5,25.5,26.7,26.4,33.4,35.1,36.5,49.7,56.9,61.0,65.3,76.5,82.7,98.0,97.3,100.0,94.0,,,,,,,,,78.6,79.7,80.1,82.2,84.6,85.4,84.3,85.1,89.4,92.3,92.9,99.8,,,,,,,,
WDU13610121                   ,WDU13610121                   ,"PPI Commodity data for Nonmetallic mineral products-Other prepared asphalt & tar roofing & siding prods., not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,96.0,88.7,92.9,98.5,99.7,99.7,99.7,99.1,97.5,116.8,112.3,106.5,99.4,100.3,103.6,113.0,126.9,127.3,,,,,,,,
WDU13620101                   ,WDU13620101                   ,"PPI Commodity data for Nonmetallic mineral products-Plain, not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,1969-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,16.9,16.2,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13620111                   ,WDU13620111                   ,"PPI Commodity data for Nonmetallic mineral products-Fibrous, not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,1969-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,25.9,26.8,26.9,27.0,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU1363                       ,WDU1363                       ,"PPI Commodity data for Nonmetallic mineral products-Asphalt & tar satu'd felts, boards, etc., not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1988-M03,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9,113.0,114.1,116.9,,,,,,,,,,,,,,,,,,,,
WDU13630111                   ,WDU13630111                   ,"PPI Commodity data for Nonmetallic mineral products-Asphalt & tar saturated felts & boards, nonbuilding, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1985-M03,1991-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.7,110.7,111.0,,,,,,,,,,,,,,,,,,,,,,,,
WDU13710101                   ,WDU13710101                   ,"PPI Commodity data for Nonmetallic mineral products-Lath, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,71.8,82.8,80.1,81.6,89.1,90.0,92.2,92.9,92.9,96.5,96.8,100.0,100.6,100.6,101.9,103.7,103.7,107.0,101.2,100.0,100.0,102.8,105.0,108.1,120.8,128.3,135.2,141.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13710103                   ,WDU13710103                   ,"PPI Commodity data for Nonmetallic mineral products-Gypsum plasters & bases, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1987-M01,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.7,,,,,,,,,,,,,,,,,,,,,,,,
WDU13710111                   ,WDU13710111                   ,"PPI Commodity data for Nonmetallic mineral products-1/2 inch regular gypsumboard, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1994-M13,,,,,,,,,,,,,,,,,,,,,,34.5,37.2,37.2,37.9,42.6,42.6,43.6,43.9,43.9,45.3,45.3,47.0,47.4,47.4,47.8,48.5,48.5,49.6,47.5,46.4,45.8,46.4,45.4,42.6,46.7,49.4,52.1,58.9,59.9,62.9,,,,103.4,100.1,100.0,113.4,140.0,134.6,138.5,120.5,105.3,101.2,94.7,87.5,87.3,97.0,121.4,,,,,,,,,,,,,,,,,
WDU13710112                   ,WDU13710112                   ,"PPI Commodity data for Nonmetallic mineral products-Type X gypsumboard, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1994-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,108.8,135.2,135.0,141.3,126.6,110.5,106.7,101.8,95.5,94.8,103.1,131.3,,,,,,,,,,,,,,,,,
WDU13710113                   ,WDU13710113                   ,"PPI Commodity data for Nonmetallic mineral products-Other gypsum products, n.e.c., not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,117.3,126.3,114.9,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13710115                   ,WDU13710115                   ,"PPI Commodity data for Nonmetallic mineral products-All other gypsumboard and gypsum products, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1994-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7,82.3,115.8,,,,,,,,,,,,,,,,,
WDU13710121                   ,WDU13710121                   ,"PPI Commodity data for Nonmetallic mineral products-Plaster, base coat, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M06,,,,,,,,,,,,,,,,,,,,,,55.1,58.2,58.2,60.1,69.5,69.5,72.2,73.1,73.1,77.9,77.9,81.9,82.7,82.7,87.6,87.6,89.4,92.2,90.9,91.5,100.0,115.5,125.2,128.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810101                   ,WDU13810101                   ,"PPI Commodity data for Nonmetallic mineral products-Food container, wide mouth, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,,,,,,,,,,,,,,48.4,55.8,63.0,64.3,70.4,72.3,77.5,82.8,84.0,89.3,94.7,100.5,100.5,94.5,92.6,91.5,91.5,93.3,94.6,97.9,100.0,108.0,115.4,120.7,132.9,136.9,140.7,157.4,183.3,198.7,216.7,247.1,264.3,305.6,344.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810102                   ,WDU13810102                   ,"PPI Commodity data for Nonmetallic mineral products-Narrow neck containers (food, beer, liquor, etc.), not seasonally adjusted, discontinued",Index base: 1988.06 = 100,1988-M06,1995-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,108.0,112.6,112.0,113.0,114.9,,,,,,,,,,,,,,,,,
WDU13810103                   ,WDU13810103                   ,"PPI Commodity data for Nonmetallic mineral products-Wide mouth containers (food, medicine, etc.), not seasonally adjusted, discontinued",Index base: 1988.06 = 100,1988-M06,1995-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,104.8,108.8,109.5,109.1,109.2,,,,,,,,,,,,,,,,,
WDU13810105                   ,WDU13810105                   ,"PPI Commodity data for Nonmetallic mineral products-Food, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,102.6,106.4,111.4,111.2,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810111                   ,WDU13810111                   ,"PPI Commodity data for Nonmetallic mineral products-Food container, narrow neck, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,,,,,,,,,,,,,,51.5,60.6,66.3,66.2,71.2,73.0,78.2,81.9,82.7,87.1,92.0,97.6,97.6,96.7,95.2,95.5,93.5,94.1,94.9,98.2,100.0,108.3,117.2,124.3,137.7,141.8,145.7,162.2,185.8,201.1,220.1,255.1,273.1,315.9,356.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810121                   ,WDU13810121                   ,"PPI Commodity data for Nonmetallic mineral products-Beer bottle, nonreturnable, not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M01,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,105.3,108.6,112.5,117.1,117.9,122.2,137.2,159.0,170.7,186.1,213.7,227.6,239.6,264.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810123                   ,WDU13810123                   ,"PPI Commodity data for Nonmetallic mineral products-Beer, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,101.5,107.0,109.2,112.5,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810131                   ,WDU13810131                   ,"PPI Commodity data for Nonmetallic mineral products-Liquor, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1988-M06,,,,,,,,,,,,,,,,,,,,,,14.9,17.1,19.2,18.1,19.5,20.1,22.3,23.5,23.7,24.7,26.0,27.2,27.2,26.3,25.5,24.8,24.8,24.8,25.0,25.2,25.3,27.2,29.3,,33.6,34.6,35.8,40.4,45.8,50.0,55.8,63.9,68.6,79.4,90.9,100.0,100.4,102.5,109.7,117.5,118.1,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810135                   ,WDU13810135                   ,"PPI Commodity data for Nonmetallic mineral products-Wine, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1988-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,113.8,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810141                   ,WDU13810141                   ,"PPI Commodity data for Nonmetallic mineral products-Medical and health, narrow neck, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M07,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,104.0,108.5,116.4,120.7,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810151                   ,WDU13810151                   ,"PPI Commodity data for Nonmetallic mineral products-Toiletries and cosmetics, narrow neck, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M07,1987-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,100.8,102.2,106.2,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810161                   ,WDU13810161                   ,"PPI Commodity data for Nonmetallic mineral products-Beverage bottle, returnable, not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M01,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.8,114.7,120.0,131.7,135.6,138.1,152.6,178.3,197.8,216.2,231.9,245.4,289.4,332.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13810163                   ,WDU13810163                   ,"PPI Commodity data for Nonmetallic mineral products-Non-alcoholic beverages, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,97.3,104.2,109.5,108.6,,,,,,,,,,,,,,,,,,,,,,,,
WDU1391                       ,WDU1391                       ,"PPI Commodity data for Nonmetallic mineral products-Building lime, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,16.2,18.0,18.8,19.6,20.6,20.6,20.9,21.1,21.6,22.7,23.8,24.0,25.3,25.5,25.6,26.5,26.8,26.9,27.6,27.9,28.6,29.1,30.2,31.6,34.0,34.9,36.3,43.7,53.3,58.7,63.1,71.0,78.3,88.4,95.1,100.0,102.5,104.5,106.4,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU139101                     ,WDU139101                     ,"PPI Commodity data for Nonmetallic mineral products-Building lime, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3,58.7,63.1,71.0,78.3,88.4,95.1,100.0,102.5,104.5,106.4,,,,,,,,,,,,,,,,,,,,,,,,,,
