index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
WDU054211                     ,WDU054211                     ,"PPI Commodity data for Fuels and related products and power-New England, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,53.1,56.6,58.0,65.9,79.9,96.4,100.0,101.2,110.2,104.4,100.1,99.8,98.8,103.4,109.1,,,,,,,,,,,,,,,,,,,,
WDU05421101                   ,WDU05421101                   ,"PPI Commodity data for Fuels and related products and power-New England, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,33.5,35.6,48.1,53.8,53.1,56.6,58.0,65.9,79.9,96.4,100.0,101.2,109.8,104.4,99.7,100.1,98.8,103.4,109.1,,,,,,,,,,,,,,,,,,,,
WDU054212                     ,WDU054212                     ,"PPI Commodity data for Fuels and related products and power-Mid-Atlantic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,56.1,61.7,63.4,68.9,78.3,95.0,100.0,103.8,108.0,106.7,104.5,99.2,97.7,101.1,103.8,,,,,,,,,,,,,,,,,,,,
WDU05421204                   ,WDU05421204                   ,"PPI Commodity data for Fuels and related products and power-Mid-Atlantic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,33.1,35.9,48.8,53.8,56.1,61.7,63.4,68.9,78.3,95.0,100.0,103.8,108.0,106.7,104.5,99.2,97.7,101.1,103.8,,,,,,,,,,,,,,,,,,,,
WDU05421307                   ,WDU05421307                   ,"PPI Commodity data for Fuels and related products and power-East North Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,35.6,37.0,42.9,50.8,54.5,58.7,64.2,69.6,80.8,91.0,100.0,105.6,108.4,109.1,113.1,111.1,108.3,112.6,111.0,,,,,,,,,,,,,,,,,,,,
WDU054214                     ,WDU054214                     ,"PPI Commodity data for Fuels and related products and power-West North Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,62.4,66.7,72.9,77.2,86.1,93.2,100.0,105.4,109.5,111.9,122.1,124.7,129.5,131.2,133.9,,,,,,,,,,,,,,,,,,,,
WDU05421411                   ,WDU05421411                   ,"PPI Commodity data for Fuels and related products and power-West North Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,42.5,44.9,48.7,57.0,62.4,66.7,72.9,77.2,86.1,93.2,100.0,105.4,109.5,111.9,123.3,124.7,129.5,131.2,133.9,,,,,,,,,,,,,,,,,,,,
WDU054215                     ,WDU054215                     ,"PPI Commodity data for Fuels and related products and power-South Atlantic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9,63.7,69.6,73.7,78.3,88.4,94.5,100.0,103.9,113.2,116.7,115.0,115.5,117.2,116.6,115.7,,,,,,,,,,,,,,,,,,,,
WDU05421514                   ,WDU05421514                   ,"PPI Commodity data for Fuels and related products and power-South Atlantic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,39.3,40.9,51.3,61.9,63.7,69.6,73.7,78.3,88.4,94.5,100.0,103.9,113.2,116.7,115.0,115.5,117.2,116.6,115.7,,,,,,,,,,,,,,,,,,,,
WDU054216                     ,WDU054216                     ,"PPI Commodity data for Fuels and related products and power-East South Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,53.0,60.7,63.4,71.5,81.5,92.9,100.0,104.4,106.3,109.1,112.7,113.3,114.5,117.9,116.9,,,,,,,,,,,,,,,,,,,,
WDU05421617                   ,WDU05421617                   ,"PPI Commodity data for Fuels and related products and power-East South Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,32.3,35.2,40.8,48.9,53.0,60.7,63.4,71.5,81.5,92.9,100.0,104.4,106.3,109.1,112.7,113.3,114.5,117.9,116.9,,,,,,,,,,,,,,,,,,,,
WDU054217                     ,WDU054217                     ,"PPI Commodity data for Fuels and related products and power-West South Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,49.6,54.0,58.5,64.1,74.1,87.5,100.0,103.7,107.7,113.2,107.7,104.8,106.0,108.5,112.4,,,,,,,,,,,,,,,,,,,,
WDU05421721                   ,WDU05421721                   ,"PPI Commodity data for Fuels and related products and power-West South Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,32.9,34.3,38.6,42.4,49.6,54.0,58.5,64.1,74.1,87.5,100.0,103.7,107.7,113.2,107.7,104.8,106.0,108.5,112.4,,,,,,,,,,,,,,,,,,,,
WDU054218                     ,WDU054218                     ,"PPI Commodity data for Fuels and related products and power-Mountain, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,55.6,59.6,64.8,72.9,85.9,,100.0,101.3,109.8,113.8,112.3,109.8,108.4,109.1,107.1,,,,,,,,,,,,,,,,,,,,
WDU05421824                   ,WDU05421824                   ,"PPI Commodity data for Fuels and related products and power-Mountain, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,38.8,39.6,41.5,49.8,55.6,59.6,64.8,72.9,85.9,,100.0,101.3,110.3,113.8,112.3,109.8,108.4,109.1,107.1,,,,,,,,,,,,,,,,,,,,
WDU054219                     ,WDU054219                     ,"PPI Commodity data for Fuels and related products and power-Pacific, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,46.7,57.7,62.4,58.0,77.6,85.0,100.0,94.3,101.9,109.4,112.5,113.0,117.6,127.0,135.4,,,,,,,,,,,,,,,,,,,,
WDU05421927                   ,WDU05421927                   ,"PPI Commodity data for Fuels and related products and power-Pacific, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,30.9,33.0,40.6,43.4,46.7,57.7,62.4,58.0,77.6,85.0,100.0,94.3,101.9,109.4,112.5,113.4,117.6,127.0,135.4,,,,,,,,,,,,,,,,,,,,
WDU05431101                   ,WDU05431101                   ,"PPI Commodity data for Fuels and related products and power-New England, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,26.4,28.5,43.1,49.3,49.3,53.3,53.5,63.2,80.3,98.9,100.0,100.7,110.9,106.4,97.9,97.7,97.0,102.1,109.8,,,,,,,,,,,,,,,,,,,,
WDU054312                     ,WDU054312                     ,"PPI Commodity data for Fuels and related products and power-Mid-Atlantic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,47.1,53.4,55.1,60.8,76.7,91.3,100.0,98.9,104.9,109.8,112.5,107.4,108.0,113.4,120.6,,,,,,,,,,,,,,,,,,,,
WDU05431204                   ,WDU05431204                   ,"PPI Commodity data for Fuels and related products and power-Mid-Atlantic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,25.2,26.8,38.8,45.3,47.1,53.4,55.1,60.8,76.7,91.3,100.0,98.9,104.9,109.8,112.5,107.4,108.0,113.4,120.6,,,,,,,,,,,,,,,,,,,,
WDU054313                     ,WDU054313                     ,"PPI Commodity data for Fuels and related products and power-East North Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6,51.1,56.5,62.9,69.0,79.5,89.7,100.0,106.7,111.1,112.5,116.1,114.8,112.3,114.8,116.2,,,,,,,,,,,,,,,,,,,,
WDU05431307                   ,WDU05431307                   ,"PPI Commodity data for Fuels and related products and power-East North Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,29.5,30.8,38.2,47.6,51.1,56.5,62.9,69.0,79.5,89.7,100.0,106.7,111.1,112.5,116.1,114.8,112.3,114.8,116.2,,,,,,,,,,,,,,,,,,,,
WDU054314                     ,WDU054314                     ,"PPI Commodity data for Fuels and related products and power-West North Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,59.8,65.5,73.4,76.7,86.1,90.8,100.0,103.6,107.7,113.5,127.3,131.6,136.2,136.9,139.1,,,,,,,,,,,,,,,,,,,,
WDU05431411                   ,WDU05431411                   ,"PPI Commodity data for Fuels and related products and power-West North Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,35.6,38.4,43.3,52.5,59.8,65.5,73.4,76.7,86.1,90.8,100.0,103.6,107.7,113.5,128.8,131.6,136.2,136.9,139.1,,,,,,,,,,,,,,,,,,,,
WDU054315                     ,WDU054315                     ,"PPI Commodity data for Fuels and related products and power-South Atlantic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,56.2,61.3,66.0,71.0,80.3,88.4,100.0,103.8,109.9,116.3,118.2,115.3,116.9,118.1,118.1,,,,,,,,,,,,,,,,,,,,
WDU05431514                   ,WDU05431514                   ,"PPI Commodity data for Fuels and related products and power-South Atlantic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,28.0,30.1,41.5,53.4,56.2,61.3,66.0,71.0,80.3,88.4,100.0,103.8,109.9,116.3,118.2,115.3,116.9,118.1,118.1,,,,,,,,,,,,,,,,,,,,
WDU054316                     ,WDU054316                     ,"PPI Commodity data for Fuels and related products and power-East South Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,47.2,57.3,61.9,69.5,79.6,92.5,100.0,109.4,113.5,115.5,117.9,119.0,119.8,123.4,121.7,,,,,,,,,,,,,,,,,,,,
WDU05431617                   ,WDU05431617                   ,"PPI Commodity data for Fuels and related products and power-East South Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,26.1,29.4,35.4,43.7,47.2,57.3,61.9,69.5,79.6,92.5,100.0,109.4,113.5,115.5,117.9,119.0,119.8,123.4,121.7,,,,,,,,,,,,,,,,,,,,
WDU054317                     ,WDU054317                     ,"PPI Commodity data for Fuels and related products and power-West South Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,41.0,47.1,52.8,60.0,70.7,85.3,100.0,103.4,107.1,114.3,107.6,103.9,105.5,107.7,111.2,,,,,,,,,,,,,,,,,,,,
WDU05431721                   ,WDU05431721                   ,"PPI Commodity data for Fuels and related products and power-West South Central, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,23.0,24.8,30.2,33.6,41.0,47.1,52.8,60.0,70.7,85.3,100.0,103.4,107.1,114.3,107.6,103.9,105.5,107.7,111.2,,,,,,,,,,,,,,,,,,,,
WDU054318                     ,WDU054318                     ,"PPI Commodity data for Fuels and related products and power-Mountain, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,43.7,47.9,56.7,64.2,77.9,,100.0,103.0,110.1,113.6,116.1,112.6,109.9,110.1,108.2,,,,,,,,,,,,,,,,,,,,
WDU05431824                   ,WDU05431824                   ,"PPI Commodity data for Fuels and related products and power-Mountain, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,28.0,29.4,31.4,38.2,43.7,47.9,56.7,64.2,77.9,,100.0,102.8,110.6,113.6,116.1,112.6,109.9,110.1,108.2,,,,,,,,,,,,,,,,,,,,
WDU054319                     ,WDU054319                     ,"PPI Commodity data for Fuels and related products and power-Pacific, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,37.0,45.7,51.3,51.3,74.1,83.7,100.0,98.0,,112.4,114.4,105.8,108.6,118.1,130.3,,,,,,,,,,,,,,,,,,,,
WDU05431927                   ,WDU05431927                   ,"PPI Commodity data for Fuels and related products and power-Pacific, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,18.9,20.7,29.2,33.0,37.0,45.7,51.3,51.3,74.1,83.8,100.0,98.0,,112.4,114.4,105.8,108.6,118.1,130.3,,,,,,,,,,,,,,,,,,,,
WDU0545                       ,WDU0545                       ,"PPI Commodity data for Fuels and related products and power-Other electric power, not seasonally adjusted, discontinued",Index base: 1990.12 = 100,1990-M12,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,103.7,105.7,104.3,105.0,105.9,106.5,106.6,106.1,108.1,113.2,109.9,112.5,112.4,116.3,123.9,137.3,142.6,145.6,155.3
WDU054521                     ,WDU054521                     ,"PPI Commodity data for Fuels and related products and power-Other electric power, not seasonally adjusted, discontinued",Index base: 1990.12 = 100,1990-M12,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,103.7,105.7,104.3,105.0,105.9,106.5,106.6,106.1,108.1,113.2,109.9,112.5,112.4,116.3,123.9,137.3,142.6,145.6,155.3
WDU05452101                   ,WDU05452101                   ,"PPI Commodity data for Fuels and related products and power-Other electric power, not seasonally adjusted, discontinued",Index base: 1990.12 = 100,1991-M07,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,105.7,104.3,105.0,105.9,106.5,106.6,106.1,108.1,113.2,109.9,112.5,112.4,116.3,123.9,137.3,142.6,145.6,155.3
WDU0555                       ,WDU0555                       ,"PPI Commodity data for Fuels and related products and power-Other natural gas, not seasonally adjusted, discontinued",Index base: 1990.12 = 100,1990-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4,95.5,104.0,104.0,98.8,105.6,111.9,109.0,109.2,135.0,171.5,120.2,163.0,,,,,,,
WDU055521                     ,WDU055521                     ,"PPI Commodity data for Fuels and related products and power-Other natural gas, not seasonally adjusted, discontinued",Index base: 1990.12 = 100,1990-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4,95.5,104.0,104.0,98.8,105.6,111.9,109.0,109.2,135.0,171.5,120.2,163.0,,,,,,,
WDU05552101                   ,WDU05552101                   ,"PPI Commodity data for Fuels and related products and power-Other natural gas, not seasonally adjusted, discontinued",Index base: 1990.12 = 100,1991-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,104.0,104.0,98.8,105.6,111.9,109.0,109.2,135.0,171.5,120.2,163.0,,,,,,,
WDU05610101                   ,WDU05610101                   ,"PPI Commodity data for Fuels and related products and power-Illinois Basin, sweet, not seasonally adjusted, discontinued",Index base: 1982 = 100,1961-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,13.1,13.0,12.8,12.8,13.1,13.2,13.4,13.9,14.1,15.3,15.0,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05610111                   ,WDU05610111                   ,"PPI Commodity data for Fuels and related products and power-Oklahoma, sweet, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,8.2,11.1,11.1,11.1,11.1,11.1,11.8,12.2,12.2,12.2,13.2,13.3,12.9,12.9,12.9,12.9,12.7,12.6,12.6,12.7,13.1,13.3,13.8,14.0,15.1,14.9,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05610121                   ,WDU05610121                   ,"PPI Commodity data for Fuels and related products and power-West Texas, sour, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,7.7,10.6,10.6,10.6,10.6,10.6,11.3,11.7,11.7,11.7,12.7,12.8,12.3,12.3,12.4,12.5,12.4,12.3,12.3,12.4,12.7,12.9,13.4,13.6,14.7,14.6,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05610122                   ,WDU05610122                   ,"PPI Commodity data for Fuels and related products and power-Texas Coast, upper, sweet, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,8.4,11.1,11.1,11.1,11.1,11.1,11.9,12.5,12.5,12.5,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.9,15.0,16.1,16.1,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05610131                   ,WDU05610131                   ,"PPI Commodity data for Fuels and related products and power-Wyoming, sour, not seasonally adjusted, discontinued",Index base: 1982 = 100,1961-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,12.8,12.8,12.8,12.8,13.0,13.1,13.2,13.7,13.9,15.5,14.9,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05610141                   ,WDU05610141                   ,"PPI Commodity data for Fuels and related products and power-California, Signal Hill, sour barrel, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,8.7,11.8,11.6,11.4,11.6,11.6,13.2,13.3,13.3,13.4,15.2,15.0,13.9,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,14.0,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05710102                   ,WDU05710102                   ,"PPI Commodity data for Fuels and related products and power-Gulf Coast, 94 octane, regular, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,78.7,85.9,93.6,99.7,105.0,105.0,108.2,98.4,100.2,99.6,103.5,95.3,96.5,98.8,99.2,97.0,94.1,91.1,90.9,100.1,100.0,94.3,96.9,93.3,98.3,103.1,168.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05710103                   ,WDU05710103                   ,"PPI Commodity data for Fuels and related products and power-Tulsa, 92 octane, regular, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,69.3,89.3,84.7,85.2,88.2,87.8,92.3,90.7,91.7,97.5,103.1,98.8,97.2,99.2,99.4,96.5,93.0,86.9,94.7,97.1,100.0,96.4,98.8,100.0,102.0,101.4,124.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05710104                   ,WDU05710104                   ,"PPI Commodity data for Fuels and related products and power-Los Angeles, 91 octane, regular, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,78.5,102.3,103.8,97.0,103.2,103.0,,106.1,103.5,108.4,114.1,99.4,99.1,93.1,93.1,94.3,94.4,91.7,93.5,96.5,100.0,97.1,97.0,93.5,100.9,102.3,117.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05710105                   ,WDU05710105                   ,"PPI Commodity data for Fuels and related products and power-Chicago, 94 octane, regular, not seasonally adjusted, discontinued",Index base: 1967 = 100,1961-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,96.7,97.1,91.1,95.5,96.7,100.0,97.8,100.2,101.7,108.1,109.0,129.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057102                     ,WDU057102                     ,"PPI Commodity data for Fuels and related products and power-Leaded regular motor gasoline, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M02,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,29.1,34.6,38.1,41.4,43.3,60.0,94.2,108.7,100.0,90.1,84.1,82.8,54.4,59.5,58.2,67.1,80.3,69.2,71.1,68.7,,,,,,,,,,,,,,,,,
WDU05710201                   ,WDU05710201                   ,"PPI Commodity data for Fuels and related products and power-Dealer tank-wagon to retail outlets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M02,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,30.5,36.0,39.5,42.8,44.7,61.0,94.9,109.3,100.0,89.7,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05710202                   ,WDU05710202                   ,"PPI Commodity data for Fuels and related products and power-Sales to jobbers, retailers and other resellers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M02,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,27.2,32.5,36.2,39.6,41.5,58.8,93.6,107.8,100.0,90.3,84.1,82.5,54.3,59.4,58.0,66.9,80.0,69.0,70.9,68.4,,,,,,,,,,,,,,,,,
WDU05710203                   ,WDU05710203                   ,"PPI Commodity data for Fuels and related products and power-Sales to end users, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M02,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,29.6,35.1,38.4,41.2,43.1,59.9,93.3,109.0,100.0,90.7,85.0,85.0,58.2,63.6,66.4,75.3,90.7,76.3,82.2,80.9,,,,,,,,,,,,,,,,,
WDU05710301                   ,WDU05710301                   ,"PPI Commodity data for Fuels and related products and power-Dealer tank-wagon to retail outlets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M02,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,30.1,35.3,38.4,41.8,44.4,59.7,90.7,105.3,100.0,90.5,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05710302                   ,WDU05710302                   ,"PPI Commodity data for Fuels and related products and power-Sales to jobbers, retailers and other resellers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M02,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,27.4,32.2,35.4,39.0,41.5,58.1,90.2,104.6,100.0,90.2,85.1,83.6,58.1,62.1,62.5,70.2,83.1,74.1,72.4,69.0,66.4,69.1,76.4,75.8,57.5,68.4,97.0,93.4,,,,,,,,,
WDU05710303                   ,WDU05710303                   ,"PPI Commodity data for Fuels and related products and power-Sales to end users, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M02,2002-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,29.2,33.8,37.0,40.7,43.4,59.7,94.5,113.1,100.0,89.6,86.2,86.1,59.8,64.6,65.7,73.7,87.4,76.8,76.9,73.1,67.5,69.8,77.5,78.0,58.7,71.3,106.6,108.3,,,,,,,,,
WDU05710401                   ,WDU05710401                   ,"PPI Commodity data for Fuels and related products and power-Dealer tank-wagon to retail outlets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1977-M06,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9,60.8,92.8,107.8,100.0,90.1,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05710402                   ,WDU05710402                   ,"PPI Commodity data for Fuels and related products and power-Sales to jobbers, retailers and other resellers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1977-M06,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,59.9,92.9,107.6,100.0,90.4,84.3,82.4,53.4,56.8,54.9,62.3,76.3,68.1,65.6,61.2,58.7,60.4,70.2,68.9,50.6,61.9,91.7,87.4,,,,,,,,,
WDU05710403                   ,WDU05710403                   ,"PPI Commodity data for Fuels and related products and power-Sales to end users, not seasonally adjusted, discontinued",Index base: 1982 = 100,1977-M06,2002-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,61.6,93.6,108.4,100.0,90.6,84.8,83.5,54.3,57.8,56.0,64.0,77.3,68.9,66.4,62.7,59.2,61.7,71.5,73.4,55.6,64.1,95.4,89.2,,,,,,,,,
