index,Index,Label,unit,start,last,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CEU4348412281    ,CEU4348412281    ,43484122,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,5656.0,5522.0,5593.0,5933.0,6118.0,6483.0,6684.0,6882.0,7121.0,7363.0,7539.0,7236.0,7300.0,7461.0,8151.0,8266.0,8249.0,7777.0,7592.0,7136.0,7537.0,8004.0,8580.0,8526.0,8911.0,9395.0,9331.0,9340.0,9735.0,9841.0,9481.0
CEU4348412282    ,CEU4348412282    ,43484122,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,83223.0,82326.0,85156.0,91818.0,96543.0,104784.0,110807.0,117916.0,126312.0,132396.0,135580.0,125401.0,129040.0,138932.0,157762.0,160923.0,159692.0,150065.0,144980.0,136707.0,149533.0,165878.0,173613.0,171029.0,183918.0,199672.0,207926.0,210311.0,226416.0,236020.0,238747.0
CEU4348420007    ,CEU4348420007    ,43484200,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,37.6,37.4,37.7,38.5,39.0,38.7,38.9,39.1,38.9,39.0,39.4,38.6,38.3,38.6,40.5,41.0,40.4,40.3,40.6,39.0,39.5,40.6,41.0,41.2,41.9,41.7,41.0,40.9,41.5,41.1,40.5
CEU4348420008    ,CEU4348420008    ,43484200,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11.63,11.78,12.03,12.23,12.49,12.78,13.03,13.45,13.95,14.3,14.52,14.29,14.69,15.25,15.28,15.6,16.52,17.45,17.97,18.36,18.89,19.27,19.46,19.65,20.32,20.23,20.56,21.2,22.32,23.7,24.52
CEU4348420030    ,CEU4348420030    ,43484200,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,436.86,440.36,453.75,470.69,486.66,495.31,507.27,526.38,541.82,557.96,571.28,551.5,562.54,588.35,619.47,639.09,667.28,703.52,729.85,716.43,745.76,782.07,798.35,808.51,850.79,842.9,842.8,867.88,925.95,975.15,991.74
CEU4348420031    ,CEU4348420031    ,43484200,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,338.65,327.89,328.33,331.24,334.24,330.65,329.18,334.0,339.27,341.89,338.24,317.87,319.81,327.22,335.76,334.6,338.55,346.96,345.81,341.76,348.54,352.96,352.89,352.56,365.51,363.62,360.05,363.05,377.71,391.28,393.16
CEU4348420032    ,CEU4348420032    ,43484200,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,9.02,8.77,8.7,8.61,8.58,8.53,8.46,8.53,8.74,8.76,8.6,8.24,8.35,8.48,8.28,8.17,8.38,8.61,8.51,8.76,8.83,8.7,8.6,8.57,8.73,8.73,8.78,8.87,9.1,9.51,9.72
CEU4348420034    ,CEU4348420034    ,43484200,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,77.2,75.4,76.4,81.2,86.2,88.1,91.1,93.9,96.4,99.6,101.9,102.1,100.0,100.5,109.8,116.4,118.9,120.0,115.4,102.3,104.2,112.8,120.2,125.2,131.3,132.7,127.4,127.8,131.2,133.4,124.4
CEU4348420035    ,CEU4348420035    ,43484200,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,61.1,60.5,62.6,67.6,73.3,76.6,80.8,86.0,91.5,97.0,100.8,99.3,100.0,104.4,114.2,123.7,133.7,142.6,141.2,127.9,134.1,147.9,159.3,167.5,181.7,182.9,178.3,184.5,199.4,215.3,207.7
CEU4348420081    ,CEU4348420081    ,43484200,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,9709.0,9488.0,9614.0,10214.0,10838.0,11075.0,11458.0,11815.0,12119.0,12531.0,12822.0,12838.0,12578.0,12644.0,13805.0,14646.0,14959.0,15096.0,14517.0,12868.0,13110.0,14183.0,15117.0,15747.0,16520.0,16697.0,16023.0,16076.0,16500.0,16784.0,15652.0
CEU4348420082    ,CEU4348420082    ,43484200,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,112949.0,111804.0,115668.0,124942.0,135345.0,141580.0,149339.0,158906.0,168999.0,179183.0,186128.0,183466.0,184724.0,192772.0,210965.0,228476.0,247066.0,263405.0,260896.0,236260.0,247631.0,273237.0,294191.0,309390.0,335677.0,337786.0,329450.0,340832.0,368326.0,397788.0,383739.0
CEU4348421007    ,CEU4348421007    ,43484210,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,34.2,34.0,34.3,35.0,35.2,35.0,35.2,35.3,35.2,35.2,35.4,35.0,35.5,34.3,33.9,35.6,35.6,33.6,31.9,29.3,30.6,33.0,35.9,36.2,34.3,32.7,32.0,31.3,33.8,33.6,32.4
CEU4348421008    ,CEU4348421008    ,43484210,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11.27,11.42,11.66,11.85,12.14,12.51,12.81,13.22,13.68,13.88,14.01,13.37,12.99,13.29,14.37,14.98,14.82,15.46,15.9,16.63,16.96,16.9,16.22,15.57,15.81,16.75,17.01,17.38,19.11,20.15,20.86
CEU4348421030    ,CEU4348421030    ,43484210,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,384.99,388.16,400.07,414.95,427.39,437.24,450.67,467.33,481.39,488.41,496.46,467.61,460.95,455.78,486.93,532.68,526.78,518.92,507.52,487.59,519.62,558.05,582.37,563.41,541.95,548.65,544.87,544.66,646.33,677.2,676.5
CEU4348421031    ,CEU4348421031    ,43484210,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,298.44,289.02,289.49,292.01,293.54,291.88,292.45,296.53,301.43,299.27,293.94,269.52,262.05,253.49,263.92,278.89,267.27,255.92,240.47,232.6,242.85,251.86,257.42,245.68,232.83,236.68,232.77,227.84,263.65,271.73,268.19
CEU4348421032    ,CEU4348421032    ,43484210,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8.74,8.5,8.44,8.34,8.34,8.35,8.31,8.39,8.57,8.5,8.29,7.71,7.38,7.39,7.79,7.84,7.52,7.62,7.53,7.93,7.93,7.63,7.17,6.79,6.79,7.23,7.27,7.27,7.8,8.09,8.27
CEU4348421034    ,CEU4348421034    ,43484210,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,76.2,74.4,75.4,80.2,84.6,86.7,89.5,91.8,94.8,99.2,101.7,103.6,100.0,92.6,95.0,102.3,102.3,92.6,81.8,70.9,74.0,81.1,91.3,96.6,92.2,90.2,87.9,86.8,93.1,91.6,82.1
CEU4348421035    ,CEU4348421035    ,43484210,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,66.0,65.4,67.7,73.1,79.1,83.5,88.3,93.4,99.8,106.0,109.7,106.6,100.0,94.8,105.0,118.0,116.7,110.2,100.1,90.8,96.7,105.5,114.0,115.8,112.2,116.4,115.0,116.1,137.0,142.1,131.9
CEU4348421081    ,CEU4348421081    ,43484210,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,2283.0,2231.0,2261.0,2403.0,2536.0,2600.0,2683.0,2752.0,2841.0,2973.0,3049.0,3106.0,2998.0,2777.0,2847.0,3068.0,3068.0,2775.0,2452.0,2126.0,2219.0,2432.0,2736.0,2896.0,2764.0,2705.0,2634.0,2601.0,2791.0,2746.0,2462.0
CEU4348421082    ,CEU4348421082    ,43484210,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,25720.0,25470.0,26354.0,28465.0,30793.0,32523.0,34371.0,36390.0,38876.0,41283.0,42729.0,41520.0,38943.0,36922.0,40906.0,45939.0,45457.0,42897.0,38986.0,35351.0,37642.0,41101.0,44377.0,45087.0,43699.0,45319.0,44802.0,45216.0,53349.0,55322.0,51363.0
CEU4348422007    ,CEU4348422007    ,43484220,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,40.3,40.1,40.4,41.2,42.0,41.9,42.0,42.1,41.7,42.0,42.4,40.7,39.4,40.3,43.5,44.8,43.8,43.9,43.7,42.0,41.6,42.2,42.8,43.6,45.2,44.5,43.4,43.8,44.6,44.6,43.5
CEU4348422008    ,CEU4348422008    ,43484220,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,10.14,10.28,10.49,10.67,10.87,11.08,11.22,11.56,11.99,12.46,12.84,13.52,14.23,14.88,15.22,15.74,16.59,17.39,18.04,18.18,18.3,18.24,19.44,19.8,20.45,20.07,20.24,20.93,22.47,24.19,25.55
CEU4348422030    ,CEU4348422030    ,43484220,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,408.44,411.82,424.09,439.9,456.66,463.69,470.63,487.38,499.9,523.12,544.96,549.59,561.01,599.94,662.48,705.49,727.37,764.27,789.02,762.98,761.08,769.61,831.36,862.44,923.9,893.43,878.82,915.76,1000.84,1079.73,1110.91
CEU4348422031    ,CEU4348422031    ,43484220,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,316.62,306.64,306.87,309.57,313.64,309.54,305.41,309.25,313.02,320.54,322.65,316.77,318.94,333.67,359.07,369.37,369.04,376.92,373.85,363.97,355.7,347.34,367.49,376.08,396.91,385.41,375.44,383.08,408.26,433.24,440.4
CEU4348422032    ,CEU4348422032    ,43484220,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,7.86,7.65,7.59,7.51,7.47,7.4,7.28,7.34,7.51,7.63,7.6,7.79,8.09,8.28,8.25,8.24,8.42,8.58,8.55,8.67,8.55,8.23,8.59,8.63,8.79,8.66,8.65,8.76,9.17,9.71,10.13
CEU4348422034    ,CEU4348422034    ,43484220,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,80.1,78.3,79.3,84.2,89.4,91.2,94.4,97.6,99.2,101.9,104.1,102.5,100.0,103.0,116.3,126.3,128.9,130.7,126.1,109.8,112.2,121.4,130.6,136.3,146.0,143.3,134.1,137.4,141.1,145.9,134.3
CEU4348422035    ,CEU4348422035    ,43484220,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,57.1,56.5,58.4,63.1,68.3,71.0,74.4,79.3,83.6,89.3,93.9,97.4,100.0,107.6,124.3,139.8,150.2,159.8,159.8,140.2,144.3,155.6,178.4,189.6,209.7,202.0,190.7,202.0,222.7,247.9,241.1
CEU4348422081    ,CEU4348422081    ,43484220,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,4919.0,4806.0,4868.0,5172.0,5492.0,5599.0,5795.0,5993.0,6093.0,6260.0,6394.0,6296.0,6141.0,6324.0,7139.0,7759.0,7914.0,8029.0,7744.0,6740.0,6891.0,7456.0,8019.0,8370.0,8963.0,8797.0,8234.0,8436.0,8663.0,8957.0,8248.0
CEU4348422082    ,CEU4348422082    ,43484220,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,49884.0,49391.0,51071.0,55163.0,59712.0,62014.0,65009.0,69305.0,73053.0,78018.0,82094.0,85118.0,87396.0,94076.0,108647.0,122150.0,131296.0,139665.0,139657.0,122528.0,126130.0,136023.0,155887.0,165725.0,183270.0,176543.0,166646.0,176550.0,194613.0,216667.0,210712.0
CEU4348423007    ,CEU4348423007    ,43484230,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,36.1,35.8,36.2,36.9,37.3,37.0,37.3,37.6,37.4,37.7,37.9,38.6,39.0,39.5,41.3,39.0,38.5,39.4,41.6,41.4,42.6,43.4,41.6,40.5,41.5,43.1,43.3,43.1,41.8,40.5,40.7
CEU4348423008    ,CEU4348423008    ,43484230,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,14.89,15.08,15.4,15.65,15.95,16.35,16.76,17.33,17.93,18.16,18.15,16.54,16.99,17.44,16.08,15.82,17.69,18.83,19.04,19.59,20.96,22.39,21.54,22.0,22.68,22.31,22.89,23.63,23.86,24.76,24.62
CEU4348423030    ,CEU4348423030    ,43484230,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,536.75,540.46,557.06,578.05,595.12,605.07,624.76,651.03,671.05,683.94,687.65,638.2,662.28,688.19,664.37,616.28,680.11,741.81,792.6,811.4,893.16,971.06,895.47,891.66,940.1,961.77,991.15,1018.73,997.13,1002.38,1003.28
CEU4348423031    ,CEU4348423031    ,43484230,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,416.09,402.43,403.08,406.79,408.74,403.92,405.43,413.09,420.19,419.08,407.13,367.84,376.51,382.75,360.09,322.66,345.06,365.84,375.55,387.06,417.43,438.25,395.82,388.82,403.87,414.9,423.43,426.16,406.75,402.2,397.74
CEU4348423032    ,CEU4348423032    ,43484230,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11.54,11.23,11.14,11.01,10.95,10.91,10.88,11.0,11.23,11.13,10.75,9.53,9.66,9.7,8.72,8.28,8.98,9.29,9.02,9.35,9.8,10.1,9.52,9.59,9.74,9.62,9.78,9.88,9.73,9.93,9.76
CEU4348423034    ,CEU4348423034    ,43484230,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,73.1,71.3,72.3,76.8,81.8,83.7,86.8,89.5,92.7,95.9,98.3,100.0,100.0,103.2,111.3,111.3,115.8,125.0,125.6,116.6,116.4,125.0,126.8,130.3,139.4,151.3,150.1,146.7,147.0,148.0,143.9
CEU4348423035    ,CEU4348423035    ,43484230,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,64.0,63.3,65.5,70.8,76.8,80.6,85.7,91.3,97.8,102.5,105.0,97.3,100.0,105.9,105.4,103.6,120.6,138.6,140.8,134.4,143.7,164.7,160.8,168.8,186.2,198.7,202.2,204.1,206.4,215.7,208.6
CEU4348423081    ,CEU4348423081    ,43484230,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,2510.0,2450.0,2482.0,2638.0,2809.0,2876.0,2981.0,3074.0,3183.0,3294.0,3376.0,3434.0,3435.0,3545.0,3824.0,3822.0,3978.0,4293.0,4315.0,4005.0,4000.0,4294.0,4357.0,4477.0,4790.0,5197.0,5155.0,5040.0,5049.0,5083.0,4944.0
CEU4348423082    ,CEU4348423082    ,43484230,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,37362.0,36936.0,38223.0,41297.0,44812.0,47024.0,49980.0,53265.0,57050.0,59828.0,61270.0,56800.0,58353.0,61823.0,61487.0,60467.0,70363.0,80857.0,82153.0,78449.0,83853.0,96119.0,93837.0,98513.0,108628.0,115933.0,117997.0,119098.0,120445.0,125866.0,121731.0
CEU4348500007    ,CEU4348500007    ,43485000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,34.3,34.5,34.6,34.6,35.0,34.2,34.5,34.6,34.7,34.2,33.6,32.9,33.2,33.3,32.4,31.6,32.0,32.2,32.2,30.9,32.1,34.2,34.0,33.1,32.5,33.7,33.9,34.3,35.0,34.2,33.0
CEU4348500008    ,CEU4348500008    ,43485000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,9.2,9.55,9.77,9.92,10.18,10.4,10.58,10.82,11.1,11.45,11.88,12.17,12.7,12.79,12.83,13.0,13.23,13.59,13.94,14.07,14.98,15.17,15.33,15.33,15.57,16.07,16.67,17.03,17.76,18.38,19.33
CEU4348500030    ,CEU4348500030    ,43485000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,315.91,329.08,338.26,343.09,356.6,355.85,365.3,374.39,385.18,390.97,399.5,400.17,421.95,426.51,415.29,411.46,422.83,438.1,448.39,434.81,480.45,519.13,520.49,507.34,506.22,541.54,564.65,584.19,621.78,628.37,637.85
CEU4348500031    ,CEU4348500031    ,43485000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,244.89,245.03,244.76,241.44,244.92,237.55,237.05,237.56,241.19,239.56,236.53,230.65,239.88,237.21,225.09,215.42,214.53,216.06,212.45,207.42,224.54,234.29,230.07,221.23,217.48,233.61,241.23,244.38,253.64,252.13,252.87
CEU4348500032    ,CEU4348500032    ,43485000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,7.13,7.11,7.07,6.98,6.99,6.94,6.87,6.87,6.95,7.02,7.03,7.01,7.22,7.11,6.95,6.81,6.71,6.7,6.6,6.71,7.0,6.85,6.78,6.68,6.69,6.93,7.12,7.12,7.24,7.37,7.66
CEU4348500034    ,CEU4348500034    ,43485000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,71.3,74.8,76.4,79.5,85.4,86.7,90.2,93.2,97.1,98.2,98.2,97.2,100.0,101.8,100.2,99.9,103.4,106.4,108.4,103.2,109.7,120.2,120.5,120.3,122.3,131.0,133.5,136.0,137.9,134.3,96.9
CEU4348500035    ,CEU4348500035    ,43485000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,51.6,56.3,58.7,62.1,68.4,71.0,75.2,79.4,84.9,88.5,91.9,93.1,100.0,102.5,101.2,102.3,107.7,113.9,119.0,114.3,129.3,143.5,145.4,145.2,149.9,165.7,175.2,182.4,192.9,194.4,147.5
CEU4348500081    ,CEU4348500081    ,43485000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8187.0,8594.0,8771.0,9126.0,9806.0,9964.0,10365.0,10710.0,11155.0,11284.0,11282.0,11162.0,11486.0,11689.0,11510.0,11476.0,11872.0,12222.0,12454.0,11855.0,12601.0,13802.0,13842.0,13814.0,14047.0,15047.0,15339.0,15625.0,15843.0,15427.0,11132.0
CEU4348500082    ,CEU4348500082    ,43485000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,75339.0,82084.0,85659.0,90544.0,99829.0,103624.0,109677.0,115857.0,123818.0,129173.0,134064.0,135835.0,145911.0,149493.0,147704.0,149245.0,157092.0,166125.0,173631.0,166801.0,188709.0,209421.0,212185.0,211806.0,218730.0,241750.0,255640.0,266096.0,281396.0,283581.0,215169.0
CEU4348540007    ,CEU4348540007    ,43485400,7,1972-M01,2021-M10,30.6,30.5,31.4,32.2,31.8,30.9,30.6,31.5,31.9,31.3,30.8,31.3,31.9,31.5,31.7,30.9,32.2,31.9,31.3,31.9,31.9,31.8,33.0,31.7,31.9,32.2,31.9,30.6,30.3,28.0,28.3,29.4,28.8,28.2,26.6,26.1,28.1,25.9,24.7,26.2,26.3,25.9,25.5,26.2,28.7,29.6,30.7,29.3,27.1
CEU4348540008    ,CEU4348540008    ,43485400,8,1972-M01,2021-M10,3.39,3.48,3.76,3.99,4.23,4.56,4.9,5.06,5.51,5.97,6.51,6.5,6.81,7.11,7.44,7.59,8.1,8.33,8.77,9.08,9.33,9.49,9.76,10.17,10.24,10.64,10.86,11.21,11.42,11.94,12.49,12.48,12.46,12.74,13.27,13.49,13.28,13.1,14.9,15.49,15.28,15.58,16.2,16.89,17.15,17.06,18.06,18.93,20.2
CEU4348540030    ,CEU4348540030    ,43485400,30,1972-M01,2021-M10,103.92,106.13,118.03,128.73,134.7,140.72,149.95,159.71,175.97,186.79,200.42,203.4,217.16,223.95,235.47,234.57,260.91,265.89,274.11,289.81,297.97,301.49,322.57,322.31,326.42,342.82,346.47,343.63,346.25,333.68,353.93,366.66,358.43,359.91,353.46,351.72,373.72,339.58,368.74,405.12,401.63,403.75,413.25,442.95,492.48,505.53,554.42,553.79,547.63
CEU4348540031    ,CEU4348540031    ,43485400,31,1972-M01,2021-M10,246.84,237.43,237.96,237.95,235.49,231.07,228.58,218.48,212.27,204.37,206.83,203.81,210.22,209.49,216.82,208.51,223.0,216.88,212.49,215.79,215.61,212.17,221.55,215.16,211.82,217.53,216.95,210.56,205.0,192.32,201.21,203.93,194.27,188.43,179.33,173.46,177.07,161.99,172.33,182.84,177.53,176.06,177.54,191.08,210.39,211.47,226.16,222.21,217.1
CEU4348540032    ,CEU4348540032    ,43485400,32,1972-M01,2021-M10,8.05,7.79,7.58,7.38,7.4,7.49,7.47,6.92,6.65,6.53,6.72,6.51,6.59,6.65,6.85,6.75,6.92,6.79,6.8,6.76,6.75,6.68,6.7,6.79,6.65,6.75,6.8,6.87,6.76,6.88,7.1,6.94,6.75,6.67,6.73,6.65,6.29,6.25,6.96,6.99,6.75,6.79,6.96,7.29,7.33,7.14,7.37,7.6,8.01
CEU4348540034    ,CEU4348540034    ,43485400,34,1972-M01,2021-M10,34.1,37.1,40.1,43.7,45.7,45.9,47.1,50.8,54.2,55.0,54.5,55.6,59.4,61.8,66.6,66.4,72.0,75.8,76.7,80.7,83.2,85.3,92.3,92.7,93.5,97.1,100.2,100.4,100.1,93.6,100.0,107.4,108.2,108.7,104.0,104.1,115.9,107.5,103.9,110.8,108.9,109.2,112.0,117.3,130.5,136.4,142.4,135.8,91.1
CEU4348540035    ,CEU4348540035    ,43485400,35,1972-M01,2021-M10,9.3,10.3,12.1,14.0,15.5,16.8,18.5,20.6,23.9,26.3,28.4,28.9,32.4,35.2,39.6,40.4,46.7,50.5,53.8,58.6,62.1,64.8,72.2,75.5,76.7,82.7,87.1,90.1,91.6,89.4,100.0,107.3,107.9,110.9,110.4,112.4,123.2,112.8,124.0,137.4,133.2,136.2,145.3,158.5,179.2,186.3,205.9,205.8,147.3
CEU4348540081    ,CEU4348540081    ,43485400,81,1972-M01,2021-M10,1407.0,1530.0,1654.0,1801.0,1886.0,1895.0,1943.0,2097.0,2236.0,2268.0,2247.0,2292.0,2450.0,2551.0,2747.0,2741.0,2970.0,3127.0,3165.0,3329.0,3434.0,3519.0,3810.0,3825.0,3859.0,4005.0,4135.0,4141.0,4131.0,3861.0,4126.0,4433.0,4463.0,4486.0,4289.0,4294.0,4781.0,4436.0,4288.0,4571.0,4494.0,4504.0,4623.0,4838.0,5385.0,5628.0,5877.0,5603.0,3759.0
CEU4348540082    ,CEU4348540082    ,43485400,82,1972-M01,2021-M10,4770.0,5325.0,6211.0,7192.0,7979.0,8637.0,9527.0,10614.0,12328.0,13537.0,14629.0,14904.0,16678.0,18128.0,20433.0,20800.0,24054.0,26031.0,27752.0,30208.0,32032.0,33398.0,37195.0,38911.0,39513.0,42621.0,44885.0,46441.0,47191.0,46087.0,51543.0,55301.0,55599.0,57169.0,56898.0,57911.0,63492.0,58116.0,63893.0,70804.0,68658.0,70178.0,74891.0,81710.0,92357.0,96017.0,106143.0,106050.0,75916.0
CEU4348590007    ,CEU4348590007    ,43485900,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,36.4,35.9,36.5,36.5,36.4,36.4,36.5,36.4,36.9,36.8,35.1,34.1,33.9,34.5,31.9,31.4,35.1,36.5,32.6,33.8,34.9,36.2,34.9,33.8,32.5,34.6,33.5,34.4,35.2,34.6,33.9
CEU4348590008    ,CEU4348590008    ,43485900,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,7.79,8.03,8.2,8.39,8.59,8.8,8.91,8.93,9.16,9.46,9.91,10.42,11.5,11.98,11.9,11.8,12.14,12.33,12.82,13.62,14.0,14.19,13.95,13.33,12.94,13.35,13.74,14.39,14.86,15.47,16.37
CEU4348590030    ,CEU4348590030    ,43485900,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,283.64,288.33,299.52,306.19,312.95,320.21,325.6,325.32,337.92,347.82,347.73,355.49,389.64,412.92,379.7,370.43,426.77,450.08,418.36,460.75,487.98,513.77,487.02,451.01,420.99,461.46,460.64,495.8,523.14,535.08,554.78
CEU4348590031    ,CEU4348590031    ,43485900,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,219.88,214.69,216.73,215.48,214.94,213.76,211.29,206.42,211.6,213.13,205.88,204.89,221.51,229.66,205.8,193.94,216.52,221.97,198.23,219.79,228.06,231.87,215.28,196.67,180.86,199.07,196.79,207.4,213.4,214.7,219.93
CEU4348590032    ,CEU4348590032    ,43485900,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,6.04,5.98,5.93,5.9,5.9,5.87,5.78,5.67,5.74,5.8,5.87,6.01,6.54,6.66,6.45,6.18,6.16,6.08,6.07,6.5,6.54,6.4,6.17,5.81,5.56,5.76,5.87,6.02,6.06,6.21,6.49
CEU4348590034    ,CEU4348590034    ,43485900,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,59.2,64.9,69.0,74.8,82.1,85.8,92.3,97.0,100.9,101.5,94.8,97.7,100.0,105.7,100.7,106.5,125.8,130.8,126.7,136.8,148.8,165.8,164.9,162.6,166.4,190.5,187.9,194.5,204.1,208.8,168.6
CEU4348590035    ,CEU4348590035    ,43485900,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,40.1,45.4,49.2,54.6,61.3,65.6,71.6,75.4,80.4,83.6,81.8,88.5,100.0,110.1,104.3,109.3,133.0,140.4,141.3,162.2,181.2,204.6,200.1,188.6,187.3,221.3,224.7,243.5,263.8,281.0,240.1
CEU4348590081    ,CEU4348590081    ,43485900,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,994.0,1091.0,1159.0,1256.0,1379.0,1441.0,1551.0,1630.0,1695.0,1706.0,1593.0,1641.0,1680.0,1776.0,1692.0,1789.0,2114.0,2197.0,2129.0,2299.0,2500.0,2785.0,2770.0,2732.0,2796.0,3201.0,3157.0,3267.0,3429.0,3507.0,2832.0
CEU4348590082    ,CEU4348590082    ,43485900,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,7743.0,8765.0,9502.0,10536.0,11843.0,12675.0,13822.0,14555.0,15533.0,16136.0,15787.0,17096.0,19310.0,21262.0,20140.0,21112.0,25674.0,27102.0,27284.0,31312.0,34992.0,39505.0,38637.0,36415.0,36163.0,42732.0,43381.0,47027.0,50941.0,54252.0,46370.0
CEU4348800007    ,CEU4348800007    ,43488000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,37.8,37.5,37.4,37.9,38.3,38.6,38.6,38.6,38.2,37.9,37.7,37.1,37.0,37.3,37.2,36.6,36.9,38.1,37.7,37.0,36.9,36.6,36.4,37.4,37.2,37.0,36.2,36.5,36.9,37.0,36.7
CEU4348800008    ,CEU4348800008    ,43488000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11.56,11.86,11.88,12.03,12.36,12.71,12.76,13.34,13.71,13.96,14.54,15.51,16.59,17.54,17.59,17.59,18.15,18.53,19.5,20.57,21.01,20.94,21.36,21.55,21.26,21.49,21.33,21.21,21.81,22.83,24.3
CEU4348800030    ,CEU4348800030    ,43488000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,436.85,444.53,443.87,456.35,473.74,490.23,492.53,514.63,524.05,529.5,547.77,576.03,614.01,655.08,654.4,643.81,669.26,706.43,735.59,762.05,775.75,767.09,778.05,805.63,789.78,795.33,771.9,773.56,804.55,844.87,891.27
CEU4348800031    ,CEU4348800031    ,43488000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,338.64,331.0,321.18,321.15,325.37,327.26,319.62,326.54,328.15,324.45,324.32,332.01,349.07,364.34,354.69,337.07,339.55,348.39,348.53,363.52,362.56,346.2,343.92,351.31,339.29,343.1,329.76,323.6,328.19,339.0,353.33
CEU4348800032    ,CEU4348800032    ,43488000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8.96,8.83,8.6,8.47,8.49,8.48,8.28,8.46,8.58,8.55,8.61,8.94,9.43,9.76,9.53,9.21,9.21,9.14,9.24,9.81,9.82,9.45,9.44,9.4,9.13,9.27,9.11,8.87,8.9,9.16,9.63
CEU4348800034    ,CEU4348800034    ,43488000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,69.6,71.0,69.4,72.2,77.3,82.8,85.6,91.2,95.0,98.6,103.0,102.8,100.0,99.1,101.1,103.8,109.0,114.4,117.0,106.4,104.7,107.1,109.9,115.4,120.7,124.4,123.8,130.4,138.2,142.7,128.4
