index,Index,Label,unit,start,last,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CEU4348800056    ,CEU4348800056    ,43488000,56,2006-M03,2021-M10,22856.0,22660.0,20670.0,20476.0,21673.0,22148.0,23034.0,23869.0,24977.0,24974.0,25899.0,27470.0,28433.0,26212.0
CEU4348800057    ,CEU4348800057    ,43488000,57,2006-M03,2021-M10,474644.0,494987.0,464684.0,465287.0,497918.0,519508.0,540770.0,559239.0,584972.0,600416.0,643084.0,702450.0,747326.0,736260.0
CEU4348810002    ,CEU4348810002    ,43488100,2,2006-M03,2021-M10,36.5,37.0,36.3,36.7,36.7,35.2,36.1,36.5,36.5,35.4,35.8,35.7,36.1,34.0
CEU4348810003    ,CEU4348810003    ,43488100,3,2006-M03,2021-M10,18.39,19.18,19.01,18.69,20.07,22.19,23.45,22.67,21.93,22.4,22.87,22.56,23.73,26.6
CEU4348810011    ,CEU4348810011    ,43488100,11,2006-M03,2021-M10,671.39,710.25,690.52,685.56,736.84,780.67,846.24,828.35,800.14,793.01,820.0,804.43,857.31,904.02
CEU4348810012    ,CEU4348810012    ,43488100,12,2006-M03,2021-M10,323.81,329.88,321.87,314.4,327.57,340.02,363.26,349.9,337.59,330.41,334.53,320.35,335.34,349.3
CEU4348810013    ,CEU4348810013    ,43488100,13,2006-M03,2021-M10,8.87,8.91,8.86,8.57,8.92,9.66,10.07,9.58,9.25,9.33,9.33,8.98,9.28,10.28
CEU4348810016    ,CEU4348810016    ,43488100,16,2006-M03,2021-M10,100.0,104.4,93.7,94.9,98.1,96.0,102.3,108.4,114.3,118.5,127.7,133.2,141.1,118.0
CEU4348810017    ,CEU4348810017    ,43488100,17,2006-M03,2021-M10,100.0,108.9,96.8,96.5,107.1,115.9,130.4,133.7,136.3,144.4,158.8,163.3,182.1,170.6
CEU4348810056    ,CEU4348810056    ,43488100,56,2006-M03,2021-M10,5954.0,6215.0,5578.0,5652.0,5839.0,5717.0,6090.0,6455.0,6805.0,7057.0,7603.0,7928.0,8401.0,7023.0
CEU4348810057    ,CEU4348810057    ,43488100,57,2006-M03,2021-M10,109482.0,119233.0,106011.0,105645.0,117201.0,126852.0,142802.0,146356.0,149227.0,158087.0,173901.0,178818.0,199381.0,186786.0
CEU4348811002    ,CEU4348811002    ,43488110,2,2006-M03,2021-M10,34.8,35.5,34.7,35.1,33.6,31.3,32.2,34.0,34.6,33.4,32.9,32.6,33.0,30.4
CEU4348811003    ,CEU4348811003    ,43488110,3,2006-M03,2021-M10,15.03,15.67,14.84,14.38,15.05,15.05,15.65,15.72,15.33,15.77,15.73,15.83,17.84,20.86
CEU4348811011    ,CEU4348811011    ,43488110,11,2006-M03,2021-M10,522.84,556.85,515.36,504.95,505.42,470.44,504.44,534.92,531.25,526.32,517.66,515.86,588.73,633.73
CEU4348811012    ,CEU4348811012    ,43488110,12,2006-M03,2021-M10,252.16,258.64,240.22,231.57,224.69,204.9,216.54,225.96,224.14,219.29,211.19,205.43,230.28,244.86
CEU4348811013    ,CEU4348811013    ,43488110,13,2006-M03,2021-M10,7.25,7.28,6.92,6.59,6.69,6.56,6.72,6.64,6.47,6.57,6.42,6.3,6.98,8.06
CEU4348811016    ,CEU4348811016    ,43488110,16,2006-M03,2021-M10,100.0,102.7,90.4,91.0,89.5,87.0,95.9,106.7,118.6,126.4,136.6,141.7,150.1,109.3
CEU4348811017    ,CEU4348811017    ,43488110,17,2006-M03,2021-M10,100.0,107.1,89.2,87.0,89.6,87.1,99.8,111.6,121.0,132.6,142.9,149.2,178.0,151.7
CEU4348811056    ,CEU4348811056    ,43488110,56,2006-M03,2021-M10,2399.0,2464.0,2168.0,2184.0,2147.0,2087.0,2301.0,2560.0,2846.0,3032.0,3277.0,3400.0,3600.0,2622.0
CEU4348811057    ,CEU4348811057    ,43488110,57,2006-M03,2021-M10,36067.0,38617.0,32180.0,31391.0,32322.0,31414.0,36009.0,40235.0,43629.0,47812.0,51546.0,53822.0,64211.0,54707.0
CEU4348830002    ,CEU4348830002    ,43488300,2,2006-M03,2021-M10,38.8,35.9,36.9,35.8,37.7,36.3,35.3,34.6,34.2,32.1,30.3,33.6,34.1,35.6
CEU4348830003    ,CEU4348830003    ,43488300,3,2006-M03,2021-M10,27.26,28.75,30.93,30.97,31.19,31.42,30.53,31.35,31.57,31.81,34.68,37.78,37.16,37.61
CEU4348830011    ,CEU4348830011    ,43488300,11,2006-M03,2021-M10,1056.74,1033.36,1142.06,1110.29,1175.05,1140.52,1077.53,1085.84,1079.48,1022.1,1052.39,1269.94,1268.25,1338.34
CEU4348830012    ,CEU4348830012    ,43488300,12,2006-M03,2021-M10,509.66,479.96,532.34,509.18,522.39,496.76,462.54,458.67,455.44,425.86,429.34,505.74,496.07,517.11
CEU4348830013    ,CEU4348830013    ,43488300,13,2006-M03,2021-M10,13.15,13.35,14.42,14.2,13.87,13.69,13.11,13.24,13.32,13.25,14.15,15.05,14.54,14.53
CEU4348830016    ,CEU4348830016    ,43488300,16,2006-M03,2021-M10,100.0,91.3,86.8,83.6,87.9,86.2,85.9,87.3,85.9,75.9,71.7,82.0,82.2,77.7
CEU4348830017    ,CEU4348830017    ,43488300,17,2006-M03,2021-M10,100.0,96.3,98.5,95.1,100.6,99.4,96.2,100.5,99.5,88.6,91.3,113.7,112.1,107.2
CEU4348830056    ,CEU4348830056    ,43488300,56,2006-M03,2021-M10,3883.0,3544.0,3370.0,3248.0,3414.0,3346.0,3335.0,3391.0,3337.0,2948.0,2785.0,3185.0,3192.0,3016.0
CEU4348830057    ,CEU4348830057    ,43488300,57,2006-M03,2021-M10,105824.0,101881.0,104232.0,100602.0,106499.0,105147.0,101818.0,106322.0,105339.0,93795.0,96575.0,120348.0,118624.0,113424.0
CEU4348840002    ,CEU4348840002    ,43488400,2,2006-M03,2021-M10,36.8,36.0,35.9,37.0,37.3,38.4,39.0,37.1,38.9,39.0,39.5,40.2,40.0,40.6
CEU4348840003    ,CEU4348840003    ,43488400,3,2006-M03,2021-M10,16.12,17.07,17.29,18.02,18.22,17.76,17.49,17.39,17.61,18.15,18.31,18.79,20.32,21.86
CEU4348840011    ,CEU4348840011    ,43488400,11,2006-M03,2021-M10,593.34,613.89,621.63,666.8,680.24,681.98,681.7,645.73,685.72,707.7,722.79,754.9,813.47,886.9
CEU4348840012    ,CEU4348840012    ,43488400,12,2006-M03,2021-M10,286.16,285.13,289.75,305.79,302.41,297.04,292.63,272.76,289.31,294.87,294.87,300.63,318.19,342.68
CEU4348840013    ,CEU4348840013    ,43488400,13,2006-M03,2021-M10,7.77,7.93,8.06,8.26,8.1,7.74,7.51,7.35,7.43,7.56,7.47,7.48,7.95,8.45
CEU4348840016    ,CEU4348840016    ,43488400,16,2006-M03,2021-M10,100.0,99.7,95.5,96.5,98.4,107.6,111.8,112.3,121.0,126.3,130.7,135.8,138.7,134.1
CEU4348840017    ,CEU4348840017    ,43488400,17,2006-M03,2021-M10,100.0,105.6,102.5,107.8,111.2,118.6,121.3,121.2,132.1,142.2,148.4,158.3,174.8,181.8
CEU4348840056    ,CEU4348840056    ,43488400,56,2006-M03,2021-M10,3072.0,3063.0,2935.0,2965.0,3023.0,3307.0,3436.0,3451.0,3716.0,3879.0,4014.0,4172.0,4261.0,4119.0
CEU4348840057    ,CEU4348840057    ,43488400,57,2006-M03,2021-M10,49524.0,52288.0,50751.0,53411.0,55077.0,58747.0,60092.0,60031.0,65423.0,70404.0,73514.0,78403.0,86587.0,90028.0
CEU4348850002    ,CEU4348850002    ,43488500,2,2006-M03,2021-M10,39.9,39.2,37.8,37.5,38.2,38.2,38.6,39.1,39.5,39.0,39.1,39.4,38.6,38.8
CEU4348850003    ,CEU4348850003    ,43488500,3,2006-M03,2021-M10,21.68,22.99,23.78,25.07,24.79,25.13,24.68,24.64,24.96,26.37,27.57,28.0,28.26,30.03
CEU4348850011    ,CEU4348850011    ,43488500,11,2006-M03,2021-M10,865.24,901.59,899.72,939.65,948.06,959.7,952.05,963.38,985.2,1029.06,1077.68,1103.02,1089.61,1165.39
CEU4348850012    ,CEU4348850012    ,43488500,12,2006-M03,2021-M10,417.3,418.75,419.38,430.92,421.47,418.0,408.68,406.94,415.67,428.76,439.65,439.26,426.2,450.29
CEU4348850013    ,CEU4348850013    ,43488500,13,2006-M03,2021-M10,10.46,10.68,11.08,11.5,11.02,10.95,10.59,10.41,10.53,10.99,11.25,11.15,11.05,11.6
CEU4348850016    ,CEU4348850016    ,43488500,16,2006-M03,2021-M10,100.0,100.0,89.7,86.4,93.6,95.6,100.1,104.9,110.5,112.6,115.6,123.0,126.7,123.5
CEU4348850017    ,CEU4348850017    ,43488500,17,2006-M03,2021-M10,100.0,106.0,98.4,100.0,107.0,110.8,113.9,119.2,127.3,137.0,147.0,158.9,165.1,171.1
CEU4348850056    ,CEU4348850056    ,43488500,56,2006-M03,2021-M10,7339.0,7336.0,6585.0,6342.0,6869.0,7018.0,7343.0,7696.0,8113.0,8267.0,8483.0,9030.0,9296.0,9063.0
CEU4348850057    ,CEU4348850057    ,43488500,57,2006-M03,2021-M10,159096.0,168658.0,156573.0,159021.0,170256.0,176345.0,181200.0,189625.0,202508.0,218014.0,233920.0,252832.0,262732.0,272197.0
CEU4348890002    ,CEU4348890002    ,43488900,2,2006-M03,2021-M10,40.2,39.0,37.8,38.6,40.5,41.7,42.0,39.7,38.7,37.4,38.7,39.9,41.0,40.5
CEU4348890003    ,CEU4348890003    ,43488900,3,2006-M03,2021-M10,19.43,21.16,21.39,20.57,19.33,19.01,19.38,19.79,20.78,21.29,21.62,22.84,24.36,24.68
CEU4348890011    ,CEU4348890011    ,43488900,11,2006-M03,2021-M10,782.01,824.97,807.88,793.67,782.83,793.24,814.11,786.26,803.74,796.23,836.36,910.63,998.36,998.68
CEU4348890012    ,CEU4348890012    ,43488900,12,2006-M03,2021-M10,377.16,383.17,376.57,363.98,348.02,345.5,349.47,332.13,339.11,331.75,341.2,362.65,390.51,385.87
CEU4348890013    ,CEU4348890013    ,43488900,13,2006-M03,2021-M10,9.37,9.83,9.97,9.43,8.59,8.28,8.32,8.36,8.77,8.87,8.82,9.1,9.53,9.54
CEU4348890016    ,CEU4348890016    ,43488900,16,2006-M03,2021-M10,100.0,96.5,85.0,87.4,97.7,106.4,109.2,111.1,116.4,108.7,116.2,121.7,126.6,114.8
CEU4348890017    ,CEU4348890017    ,43488900,17,2006-M03,2021-M10,100.0,105.1,93.7,92.6,97.2,104.1,109.0,113.1,124.5,119.1,129.3,143.1,158.8,145.8
CEU4348890056    ,CEU4348890056    ,43488900,56,2006-M03,2021-M10,2595.0,2504.0,2207.0,2269.0,2535.0,2760.0,2834.0,2882.0,3020.0,2820.0,3016.0,3158.0,3285.0,2978.0
CEU4348890057    ,CEU4348890057    ,43488900,57,2006-M03,2021-M10,50414.0,52977.0,47214.0,46674.0,49012.0,52473.0,54932.0,57017.0,62752.0,60042.0,65201.0,72122.0,80035.0,73494.0
CEU4349200002    ,CEU4349200002    ,43492000,2,2006-M03,2021-M10,35.3,36.5,36.7,34.7,34.3,34.6,35.8,35.9,36.2,36.3,36.2,36.5,36.1,37.3
CEU4349200003    ,CEU4349200003    ,43492000,3,2006-M03,2021-M10,14.94,17.61,18.75,19.05,18.52,18.6,17.91,18.23,18.83,19.88,21.41,21.8,21.04,20.62
CEU4349200011    ,CEU4349200011    ,43492000,11,2006-M03,2021-M10,528.22,643.42,689.17,661.87,634.81,643.56,641.26,654.07,682.35,722.4,775.79,795.56,759.25,769.86
CEU4349200012    ,CEU4349200012    ,43492000,12,2006-M03,2021-M10,254.76,298.84,321.24,303.53,282.21,280.3,275.27,276.29,287.89,300.99,316.49,316.82,296.98,297.46
CEU4349200013    ,CEU4349200013    ,43492000,13,2006-M03,2021-M10,7.21,8.18,8.74,8.74,8.23,8.1,7.69,7.7,7.94,8.28,8.73,8.68,8.23,7.97
CEU4349200016    ,CEU4349200016    ,43492000,16,2006-M03,2021-M10,100.0,102.0,97.8,89.4,88.4,90.0,94.8,100.8,108.2,114.2,119.4,131.4,145.4,174.1
CEU4349200017    ,CEU4349200017    ,43492000,17,2006-M03,2021-M10,100.0,120.3,122.7,114.0,109.5,112.1,113.7,122.9,136.3,151.8,171.0,191.8,204.7,240.2
CEU4349200056    ,CEU4349200056    ,43492000,56,2006-M03,2021-M10,20528.0,20948.0,20075.0,18352.0,18143.0,18485.0,19467.0,20682.0,22205.0,23434.0,24502.0,26981.0,29843.0,35741.0
CEU4349200057    ,CEU4349200057    ,43492000,57,2006-M03,2021-M10,306755.0,368933.0,376481.0,349556.0,335943.0,343740.0,348749.0,377069.0,418158.0,465802.0,524533.0,588294.0,627826.0,736794.0
CEU4349300002    ,CEU4349300002    ,43493000,2,2006-M03,2021-M10,41.9,42.2,41.7,42.2,41.9,41.4,41.5,41.0,40.6,42.0,42.2,42.5,41.1,40.1
CEU4349300003    ,CEU4349300003    ,43493000,3,2006-M03,2021-M10,16.54,16.26,16.9,17.51,18.04,18.29,18.4,18.52,18.54,19.03,19.65,20.07,20.62,21.26
CEU4349300011    ,CEU4349300011    ,43493000,11,2006-M03,2021-M10,693.81,686.13,704.63,739.35,756.03,757.56,763.96,758.49,752.69,799.23,828.2,854.01,848.09,851.91
CEU4349300012    ,CEU4349300012    ,43493000,12,2006-M03,2021-M10,334.62,318.68,328.44,339.06,336.1,329.96,327.94,320.39,317.57,333.0,337.88,340.1,331.73,329.16
CEU4349300013    ,CEU4349300013    ,43493000,13,2006-M03,2021-M10,7.98,7.55,7.88,8.03,8.02,7.97,7.9,7.82,7.82,7.93,8.02,7.99,8.07,8.21
CEU4349300016    ,CEU4349300016    ,43493000,16,2006-M03,2021-M10,100.0,101.7,95.2,95.9,98.2,102.0,105.8,110.0,120.5,139.2,154.1,172.4,179.9,191.5
CEU4349300017    ,CEU4349300017    ,43493000,17,2006-M03,2021-M10,100.0,99.9,97.3,101.5,107.0,112.8,117.7,123.2,135.1,160.2,183.1,209.3,224.2,246.2
CEU4349300056    ,CEU4349300056    ,43493000,56,2006-M03,2021-M10,28097.0,28564.0,26757.0,26939.0,27578.0,28652.0,29732.0,30912.0,33867.0,39125.0,43301.0,48447.0,50536.0,53794.0
CEU4349300057    ,CEU4349300057    ,43493000,57,2006-M03,2021-M10,464711.0,464420.0,452167.0,471744.0,497370.0,524130.0,547001.0,572505.0,627948.0,744546.0,850804.0,972517.0,1042057.0,1143898.0
CEU4349311002    ,CEU4349311002    ,43493110,2,2006-M03,2021-M10,42.3,42.6,42.1,42.6,42.4,41.9,41.8,41.0,40.6,42.2,42.4,42.8,41.2,40.2
CEU4349311003    ,CEU4349311003    ,43493110,3,2006-M03,2021-M10,16.63,16.17,16.92,17.55,18.12,18.13,18.12,18.22,18.24,18.77,19.38,19.81,20.19,20.82
CEU4349311011    ,CEU4349311011    ,43493110,11,2006-M03,2021-M10,703.41,688.65,711.86,748.04,767.93,759.36,757.61,747.76,740.73,791.73,821.73,848.6,832.51,837.2
CEU4349311012    ,CEU4349311012    ,43493110,12,2006-M03,2021-M10,339.25,319.85,331.81,343.05,341.39,330.74,325.21,315.86,312.52,329.88,335.24,337.94,325.64,323.48
CEU4349311013    ,CEU4349311013    ,43493110,13,2006-M03,2021-M10,8.02,7.51,7.89,8.05,8.06,7.9,7.78,7.7,7.7,7.82,7.91,7.89,7.9,8.04
CEU4349311016    ,CEU4349311016    ,43493110,16,2006-M03,2021-M10,100.0,101.6,94.2,95.7,97.7,102.2,106.3,111.2,122.8,143.9,160.7,181.4,189.3,203.6
CEU4349311017    ,CEU4349311017    ,43493110,17,2006-M03,2021-M10,100.0,98.8,95.9,101.1,106.5,111.5,115.9,121.8,134.8,162.4,187.4,216.1,229.9,255.0
CEU4349311056    ,CEU4349311056    ,43493110,56,2006-M03,2021-M10,23976.0,24368.0,22593.0,22954.0,23431.0,24509.0,25495.0,26653.0,29443.0,34497.0,38534.0,43489.0,45393.0,48806.0
CEU4349311057    ,CEU4349311057    ,43493110,57,2006-M03,2021-M10,398615.0,393921.0,382371.0,402877.0,424672.0,444451.0,461998.0,485687.0,537161.0,647539.0,746832.0,861375.0,916263.0,1016303.0
CEU4349312002    ,CEU4349312002    ,43493120,2,2006-M03,2021-M10,40.1,40.7,40.0,40.6,41.2,40.1,39.3,39.8,39.8,38.8,39.2,38.5,38.6,37.0
CEU4349312003    ,CEU4349312003    ,43493120,3,2006-M03,2021-M10,16.09,16.67,15.82,15.67,16.2,18.41,19.01,19.9,20.11,21.15,21.84,22.7,24.51,24.6
CEU4349312011    ,CEU4349312011    ,43493120,11,2006-M03,2021-M10,645.18,677.73,632.81,636.18,667.86,737.59,747.81,791.9,799.92,819.85,856.46,874.09,945.44,909.54
CEU4349312012    ,CEU4349312012    ,43493120,12,2006-M03,2021-M10,311.17,314.78,294.97,291.75,296.91,321.26,321.01,334.51,337.49,341.59,349.4,348.09,369.81,351.43
CEU4349312013    ,CEU4349312013    ,43493120,13,2006-M03,2021-M10,7.76,7.74,7.37,7.19,7.2,8.02,8.16,8.41,8.48,8.81,8.91,9.04,9.59,9.51
CEU4349312016    ,CEU4349312016    ,43493120,16,2006-M03,2021-M10,100.0,102.2,103.7,99.6,107.9,107.7,105.2,106.8,112.9,114.2,122.8,126.3,130.8,127.8
CEU4349312017    ,CEU4349312017    ,43493120,17,2006-M03,2021-M10,100.0,105.9,102.0,97.0,108.7,123.3,124.3,132.1,141.2,150.2,166.6,178.3,199.2,195.5
CEU4349312056    ,CEU4349312056    ,43493120,56,2006-M03,2021-M10,1951.0,1994.0,2024.0,1943.0,2106.0,2101.0,2052.0,2084.0,2203.0,2229.0,2395.0,2465.0,2551.0,2494.0
CEU4349312057    ,CEU4349312057    ,43493120,57,2006-M03,2021-M10,31388.0,33237.0,32015.0,30441.0,34111.0,38693.0,39004.0,41456.0,44309.0,47155.0,52308.0,55963.0,62517.0,61356.0
CEU4349319002    ,CEU4349319002    ,43493190,2,2006-M03,2021-M10,39.9,39.5,39.6,39.5,38.1,37.9,40.4,41.1,41.3,42.7,41.4,41.9,41.6,40.5
CEU4349319003    ,CEU4349319003    ,43493190,3,2006-M03,2021-M10,16.0,16.92,17.65,18.82,18.92,20.05,21.05,20.85,20.92,20.78,21.8,22.11,24.41,26.57
CEU4349319011    ,CEU4349319011    ,43493190,11,2006-M03,2021-M10,638.03,668.13,698.52,743.86,720.36,759.66,850.32,857.69,863.76,887.37,902.56,925.32,1015.66,1077.07
CEU4349319012    ,CEU4349319012    ,43493190,12,2006-M03,2021-M10,307.72,310.32,325.59,341.13,320.25,330.87,365.01,362.3,364.43,369.73,368.21,368.5,397.27,416.16
CEU4349319013    ,CEU4349319013    ,43493190,13,2006-M03,2021-M10,7.72,7.86,8.23,8.63,8.41,8.73,9.04,8.81,8.83,8.66,8.89,8.81,9.55,10.27
CEU4349319016    ,CEU4349319016    ,43493190,16,2006-M03,2021-M10,100.0,101.5,98.4,94.0,94.3,94.4,100.6,100.2,102.2,110.5,109.4,115.1,118.8,114.6
CEU4349319017    ,CEU4349319017    ,43493190,17,2006-M03,2021-M10,100.0,107.3,108.5,110.5,111.5,118.3,132.3,130.6,133.5,143.5,149.0,158.9,181.2,190.2
CEU4349319056    ,CEU4349319056    ,43493190,56,2006-M03,2021-M10,2171.0,2204.0,2136.0,2041.0,2048.0,2050.0,2183.0,2176.0,2218.0,2399.0,2375.0,2498.0,2579.0,2487.0
CEU4349319057    ,CEU4349319057    ,43493190,57,2006-M03,2021-M10,34746.0,37287.0,37703.0,38402.0,38749.0,41104.0,45953.0,45386.0,46391.0,49855.0,51777.0,55226.0,62946.0,66078.0
CEU4422000002    ,CEU4422000002    ,44220000,2,2006-M03,2021-M11,41.8,42.0,40.9,41.1,41.8,41.8,42.2,42.4,42.5,42.3,42.2,42.1,42.2,42.7
CEU4422000003    ,CEU4422000003    ,44220000,3,2006-M03,2021-M11,30.27,32.22,32.84,32.55,33.62,34.25,35.17,35.6,37.14,38.32,39.25,40.61,41.72,43.49
CEU4422000011    ,CEU4422000011    ,44220000,11,2006-M03,2021-M11,1264.16,1352.81,1343.66,1338.5,1404.36,1432.93,1484.54,1508.94,1580.3,1620.24,1655.22,1708.84,1761.65,1856.87
CEU4422000012    ,CEU4422000012    ,44220000,12,2006-M03,2021-M11,609.7,628.33,626.31,613.83,624.33,624.11,637.26,637.39,666.75,675.08,675.27,680.52,689.07,717.46
CEU4422000013    ,CEU4422000013    ,44220000,13,2006-M03,2021-M11,14.6,14.96,15.31,14.93,14.95,14.92,15.1,15.04,15.67,15.97,16.01,16.17,16.32,16.8
CEU4422000016    ,CEU4422000016    ,44220000,16,2006-M03,2021-M11,100.0,101.5,99.1,98.3,99.8,100.1,100.8,101.1,102.4,101.8,101.3,100.7,100.4,100.1
CEU4422000017    ,CEU4422000017    ,44220000,17,2006-M03,2021-M11,100.0,108.1,107.6,105.8,110.9,113.2,117.1,119.0,125.6,128.9,131.4,135.2,138.3,143.9
CEU4422000056    ,CEU4422000056    ,44220000,56,2006-M03,2021-M11,23113.0,23463.0,22915.0,22729.0,23078.0,23128.0,23295.0,23378.0,23660.0,23527.0,23423.0,23286.0,23197.0,23141.0
CEU4422000057    ,CEU4422000057    ,44220000,57,2006-M03,2021-M11,699545.0,756061.0,752506.0,739920.0,775978.0,792078.0,819305.0,832142.0,878740.0,901503.0,919268.0,945742.0,967791.0,1006331.0
CEU4422110002    ,CEU4422110002    ,44221100,2,2006-M03,2021-M10,42.3,42.9,41.4,41.5,42.3,42.3,42.7,42.7,42.8,42.7,42.7,42.9,42.6,43.1
CEU4422110003    ,CEU4422110003    ,44221100,3,2006-M03,2021-M10,31.67,32.82,33.17,33.64,34.68,35.53,36.46,36.95,38.51,39.98,41.43,42.15,42.98,44.45
CEU4422110011    ,CEU4422110011    ,44221100,11,2006-M03,2021-M10,1340.27,1407.38,1373.71,1394.76,1466.23,1501.28,1555.58,1579.05,1649.82,1707.88,1768.6,1810.5,1828.94,1916.06
CEU4422110012    ,CEU4422110012    ,44221100,12,2006-M03,2021-M10,646.41,653.67,640.31,639.63,651.83,653.88,667.75,667.01,696.08,711.6,721.52,721.01,715.39,740.33
CEU4422110013    ,CEU4422110013    ,44221100,13,2006-M03,2021-M10,15.27,15.24,15.46,15.43,15.42,15.48,15.65,15.61,16.25,16.66,16.9,16.79,16.81,17.17
CEU4422110016    ,CEU4422110016    ,44221100,16,2006-M03,2021-M10,100.0,102.9,99.5,98.1,100.1,99.5,99.8,99.4,100.4,100.1,99.6,99.9,97.6,97.5
CEU4422110017    ,CEU4422110017    ,44221100,17,2006-M03,2021-M10,100.0,106.6,104.2,104.2,109.6,111.6,114.9,116.0,122.1,126.3,130.3,133.0,132.5,136.9
CEU4422110056    ,CEU4422110056    ,44221100,56,2006-M03,2021-M10,16828.0,17313.0,16736.0,16501.0,16845.0,16742.0,16799.0,16727.0,16889.0,16840.0,16761.0,16812.0,16426.0,16412.0
CEU4422110057    ,CEU4422110057    ,44221100,57,2006-M03,2021-M10,532882.0,568219.0,555081.0,555137.0,584122.0,594809.0,612443.0,618067.0,650388.0,673287.0,694351.0,708706.0,705910.0,729507.0
CEU4422111002    ,CEU4422111002    ,44221110,2,2006-M03,2021-M10,42.6,43.1,41.4,41.9,43.0,42.4,42.1,43.2,43.4,43.0,42.9,42.5,42.5,42.5
CEU4422111003    ,CEU4422111003    ,44221110,3,2006-M03,2021-M10,32.47,33.29,33.92,34.8,36.22,36.55,38.1,38.49,40.25,41.49,42.84,44.22,46.26,48.63
CEU4422111011    ,CEU4422111011    ,44221110,11,2006-M03,2021-M10,1381.57,1435.81,1403.48,1459.29,1555.74,1551.12,1603.67,1662.22,1745.08,1785.42,1836.29,1879.35,1967.49,2068.46
CEU4422111012    ,CEU4422111012    ,44221110,12,2006-M03,2021-M10,666.32,666.88,654.19,669.23,691.63,675.59,688.4,702.14,736.27,743.9,749.14,748.43,769.58,799.22
CEU4422111013    ,CEU4422111013    ,44221110,13,2006-M03,2021-M10,15.66,15.46,15.81,15.96,16.1,15.92,16.35,16.26,16.98,17.29,17.48,17.61,18.09,18.79
CEU4422111016    ,CEU4422111016    ,44221110,16,2006-M03,2021-M10,100.0,102.2,89.9,71.5,71.9,70.0,68.9,69.0,69.0,68.3,66.8,64.7,62.1,60.6
CEU4422111017    ,CEU4422111017    ,44221110,17,2006-M03,2021-M10,100.0,104.8,93.9,76.6,80.2,78.8,80.8,81.7,85.5,87.2,88.1,88.1,88.4,90.7
CEU4422111056    ,CEU4422111056    ,44221110,56,2006-M03,2021-M10,10021.0,10244.0,9009.0,7163.0,7208.0,7017.0,6904.0,6911.0,6912.0,6841.0,6692.0,6483.0,6221.0,6070.0
CEU4422111057    ,CEU4422111057    ,44221110,57,2006-M03,2021-M10,325372.0,341040.0,305550.0,249296.0,261054.0,256440.0,263029.0,265983.0,278195.0,283853.0,286707.0,286680.0,287778.0,295186.0
CEU4422111202    ,CEU4422111202    ,44221112,2,2006-M03,2021-M10,42.2,42.9,41.5,42.3,43.8,44.4,44.5,44.6,44.2,43.5,43.7,43.9,43.9,43.2
CEU4422111203    ,CEU4422111203    ,44221112,3,2006-M03,2021-M10,34.19,34.27,34.59,34.86,35.69,36.75,37.0,37.09,39.13,41.17,43.89,44.92,47.22,50.33
CEU4422111211    ,CEU4422111211    ,44221112,11,2006-M03,2021-M10,1444.23,1469.56,1434.26,1474.14,1563.33,1632.49,1644.64,1654.71,1727.65,1791.28,1919.23,1970.47,2071.99,2173.0
CEU4422111212    ,CEU4422111212    ,44221112,12,2006-M03,2021-M10,696.54,682.55,668.54,676.04,695.0,711.03,705.98,698.97,728.91,746.34,782.98,784.71,810.46,839.61
CEU4422111213    ,CEU4422111213    ,44221112,13,2006-M03,2021-M10,16.49,15.92,16.12,15.99,15.87,16.01,15.88,15.67,16.51,17.15,17.91,17.89,18.47,19.45
CEU4422111216    ,CEU4422111216    ,44221112,16,2006-M03,2021-M10,100.0,103.7,92.2,76.2,77.7,77.9,78.0,76.8,74.5,72.3,70.6,68.2,64.2,60.8
CEU4422111217    ,CEU4422111217    ,44221112,17,2006-M03,2021-M10,100.0,104.0,93.3,77.7,81.1,83.8,84.4,83.3,85.3,87.1,90.7,89.7,88.6,89.6
CEU4422111256    ,CEU4422111256    ,44221112,56,2006-M03,2021-M10,5683.0,5896.0,5242.0,4329.0,4416.0,4428.0,4430.0,4363.0,4234.0,4111.0,4014.0,3878.0,3647.0,3458.0
CEU4422111257    ,CEU4422111257    ,44221112,57,2006-M03,2021-M10,194286.0,202041.0,181315.0,150891.0,157610.0,162759.0,163888.0,161790.0,165668.0,169246.0,176201.0,174206.0,172200.0,174057.0
CEU4422112002    ,CEU4422112002    ,44221120,2,2006-M03,2021-M10,42.0,42.5,41.4,41.1,41.8,42.1,43.1,42.4,42.5,42.5,42.6,43.2,42.6,43.5
CEU4422112003    ,CEU4422112003    ,44221120,3,2006-M03,2021-M10,30.48,32.14,32.29,32.75,33.52,34.79,35.31,35.87,37.3,38.95,40.49,40.86,40.97,41.99
CEU4422112011    ,CEU4422112011    ,44221120,11,2006-M03,2021-M10,1280.07,1366.46,1338.38,1346.08,1400.56,1464.92,1520.89,1521.33,1584.17,1655.82,1724.41,1766.67,1744.44,1825.62
CEU4422112012    ,CEU4422112012    ,44221120,12,2006-M03,2021-M10,617.37,634.67,623.85,617.31,622.64,638.05,652.86,642.63,668.38,689.9,703.5,703.55,682.34,705.39
CEU4422112013    ,CEU4422112013    ,44221120,13,2006-M03,2021-M10,14.7,14.93,15.05,15.02,14.9,15.15,15.16,15.15,15.74,16.23,16.52,16.27,16.03,16.22
