index,Index,Label,unit,start,last,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
WPUIP2312302                  ,WPUIP2312302                  ,"PPI Commodity data for Inputs to other nonresidential construction, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.1,103.8,108.3,111.9,115.6,134.273
WPUIP23123021                 ,WPUIP23123021                 ,"PPI Commodity data for Inputs to other nonresidential construction, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,101.5,104.5,109.5,113.9,120.3,151.986
WPUIP23123022                 ,WPUIP23123022                 ,"PPI Commodity data for Inputs to other nonresidential construction, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23123023                 ,WPUIP23123023                 ,"PPI Commodity data for Inputs to other nonresidential construction, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.2,104.4,106.7,109.1,108.5,111.029
WPUIP231231                   ,WPUIP231231                   ,"PPI Commodity data for Inputs to highways and streets, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,97.3,101.0,108.1,109.4,107.7,126.218
WPUIP2312311                  ,WPUIP2312311                  ,"PPI Commodity data for Inputs to highways and streets, goods, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,96.0,100.3,108.2,108.8,105.1,123.557
WPUIP23123112                 ,WPUIP23123112                 ,"PPI Commodity data for Inputs to highways and streets, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.9,71.1,85.8,104.6,95.4,72.8,119.264
WPUIP23123113                 ,WPUIP23123113                 ,"PPI Commodity data for Inputs to highways and streets, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.6,103.0,108.5,111.6,112.8,127.068
WPUIP2312312                  ,WPUIP2312312                  ,"PPI Commodity data for Inputs to highways and streets, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,100.6,102.9,108.0,110.9,113.7,131.662
WPUIP23123121                 ,WPUIP23123121                 ,"PPI Commodity data for Inputs to highways and streets, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,101.5,104.0,110.1,113.4,119.5,151.818
WPUIP23123122                 ,WPUIP23123122                 ,"PPI Commodity data for Inputs to highways and streets, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,96.7,98.7,104.9,107.7,106.6,119.158
WPUIP23123123                 ,WPUIP23123123                 ,"PPI Commodity data for Inputs to highways and streets, services less trade, transportation, and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.6,103.8,106.1,108.4,107.5,109.729
WPUIP231232                   ,WPUIP231232                   ,"PPI Commodity data for Inputs to power and communication structures, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,97.3,101.3,107.4,108.5,107.8,128.419
WPUIP2312321                  ,WPUIP2312321                  ,"PPI Commodity data for Inputs to power and communication structures, goods, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,94.8,99.7,107.3,106.7,103.2,127.418
WPUIP23123212                 ,WPUIP23123212                 ,"PPI Commodity data for Inputs to power and communication structures, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,73.3,87.3,104.8,95.6,73.8,112.546
WPUIP23123213                 ,WPUIP23123213                 ,"PPI Commodity data for Inputs to power and communication structures, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.1,102.2,107.6,109.1,110.2,130.601
WPUIP2312322                  ,WPUIP2312322                  ,"PPI Commodity data for Inputs to power and communication structures, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.3,103.9,107.9,111.3,114.4,129.879
WPUIP23123221                 ,WPUIP23123221                 ,"PPI Commodity data for Inputs to power and communication structures, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,101.4,104.3,109.0,113.4,119.3,149.417
WPUIP23123222                 ,WPUIP23123222                 ,"PPI Commodity data for Inputs to power and communication structures, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23123223                 ,WPUIP23123223                 ,"PPI Commodity data for Inputs to power and communication structures, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.3,104.3,106.6,108.8,108.6,111.044
WPUIP231233                   ,WPUIP231233                   ,"PPI Commodity data for Inputs to educational and vocational structures, excl. capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,99.2,102.4,108.2,109.9,111.6,131.707
WPUIP2312331                  ,WPUIP2312331                  ,"PPI Commodity data for Inputs to educational and vocational structures, goods, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,98.3,101.8,108.1,108.7,109.2,129.119
WPUIP23123312                 ,WPUIP23123312                 ,"PPI Commodity data for Inputs to educational and vocational structures, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2,69.2,84.9,104.7,94.4,69.8,111.227
WPUIP23123313                 ,WPUIP23123313                 ,"PPI Commodity data for Inputs to educational and vocational structures, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.4,103.0,108.2,109.8,112.6,130.861
WPUIP2312332                  ,WPUIP2312332                  ,"PPI Commodity data for Inputs to educational and vocational structures, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.2,103.8,108.5,112.3,116.2,135.741
WPUIP23123321                 ,WPUIP23123321                 ,"PPI Commodity data for Inputs to educational and vocational structures, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,101.6,104.4,109.4,113.9,120.1,151.042
WPUIP23123322                 ,WPUIP23123322                 ,"PPI Commodity data for Inputs to educational and vocational structures, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23123323                 ,WPUIP23123323                 ,"PPI Commodity data for Inputs to educational and vocational structures, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,102.7,105.1,107.4,110.0,109.4,112.192
WPUIP231234                   ,WPUIP231234                   ,"PPI Commodity data for Inputs to other misc. nonresidential construction, excl. capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,97.8,101.5,107.6,109.1,109.2,130.419
WPUIP2312341                  ,WPUIP2312341                  ,"PPI Commodity data for Inputs to other misc. nonresidential construction, goods, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1,95.8,100.0,107.4,107.3,104.6,125.77
WPUIP23123412                 ,WPUIP23123412                 ,"PPI Commodity data for Inputs to other misc. nonresidential construction, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1,72.9,87.1,104.9,95.6,73.4,117.988
WPUIP23123413                 ,WPUIP23123413                 ,"PPI Commodity data for Inputs to other misc. nonresidential construction, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,102.4,107.6,109.7,111.5,129.681
WPUIP2312342                  ,WPUIP2312342                  ,"PPI Commodity data for Inputs to other misc. nonresidential construction, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.2,104.0,108.3,112.2,116.3,136.073
WPUIP23123421                 ,WPUIP23123421                 ,"PPI Commodity data for Inputs to other misc. nonresidential construction, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,101.5,104.7,109.4,114.1,120.8,153.191
WPUIP23123422                 ,WPUIP23123422                 ,"PPI Commodity data for Inputs to other misc. nonresidential construction, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23123423                 ,WPUIP23123423                 ,"PPI Commodity data for Inputs to other misc. nonresidential construction, services less trade, transp., & warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.2,104.4,106.6,109.0,108.5,111.001
WPUIP232000                   ,WPUIP232000                   ,"PPI Commodity data for Inputs to maintenance and repair construction, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,98.3,101.9,107.9,108.9,110.5,130.399
WPUIP2320001                  ,WPUIP2320001                  ,"PPI Commodity data for Inputs to maintenance and repair construction, goods, not seasonally adjusted",Index base: 1986.06 = 100,1986-M06,2022-M04,101.3,106.0,110.9,113.6,115.1,116.2,119.4,122.3,127.1,129.3,131.5,131.3,133.3,137.1,137.6,137.0,139.6,151.3,164.4,177.6,184.3,202.1,193.0,207.0,225.0,225.9,227.0,229.3,218.8,214.4,223.7,239.1,238.5,234.8,277.569
WPUIP23200012                 ,WPUIP23200012                 ,"PPI Commodity data for Inputs to maintenance and repair construction, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5,73.7,87.7,105.0,95.9,74.1,124.08
WPUIP23200013                 ,WPUIP23200013                 ,"PPI Commodity data for Inputs to maintenance and repair construction, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.8,102.4,107.4,109.0,111.6,127.195
WPUIP2320002                  ,WPUIP2320002                  ,"PPI Commodity data for Inputs to maintenance and repair construction, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,101.5,104.1,109.1,111.7,117.6,138.398
WPUIP23200021                 ,WPUIP23200021                 ,"PPI Commodity data for Inputs to maintenance and repair construction, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,101.8,104.6,110.2,112.8,121.5,148.945
WPUIP23200022                 ,WPUIP23200022                 ,"PPI Commodity data for Inputs to maintenance and repair construction, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23200023                 ,WPUIP23200023                 ,"PPI Commodity data for Inputs to maintenance and repair construction, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,102.3,104.3,106.8,109.1,108.6,110.948
WPUIP232100                   ,WPUIP232100                   ,"PPI Commodity data for Inputs to residential maintenance and repair, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,98.8,102.3,108.4,109.5,111.7,130.812
WPUIP2321001                  ,WPUIP2321001                  ,"PPI Commodity data for Inputs to residential maintenance and repair, goods, not seasonally adjusted",Index base: 1986.06 = 100,1986-M06,2022-M04,101.0,105.6,110.3,113.1,114.8,116.2,119.5,122.5,127.5,129.6,131.7,131.8,134.1,136.9,137.1,137.0,139.5,149.7,161.6,173.4,179.1,193.1,185.5,193.4,207.2,212.2,215.3,218.0,208.3,203.5,211.9,226.5,226.2,222.5,259.322
WPUIP23210012                 ,WPUIP23210012                 ,"PPI Commodity data for Inputs to residential maintenance and repair, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3,73.4,87.5,105.0,95.8,73.8,124.023
WPUIP23210013                 ,WPUIP23210013                 ,"PPI Commodity data for Inputs to residential maintenance and repair, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.2,101.7,106.8,108.4,110.6,125.273
WPUIP2321002                  ,WPUIP2321002                  ,"PPI Commodity data for Inputs to residential maintenance and repair, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,102.4,105.2,110.4,112.9,119.4,140.455
WPUIP23210021                 ,WPUIP23210021                 ,"PPI Commodity data for Inputs to residential maintenance and repair, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,102.0,104.6,110.1,112.4,121.7,147.57
WPUIP23210022                 ,WPUIP23210022                 ,"PPI Commodity data for Inputs to residential maintenance and repair, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23210023                 ,WPUIP23210023                 ,"PPI Commodity data for Inputs to residential maintenance and repair, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,105.4,108.9,112.9,115.8,115.1,118.428
WPUIP232200                   ,WPUIP232200                   ,"PPI Commodity data for Inputs to nonresidential maintenance and repair, excl. capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,97.9,101.6,107.9,108.8,109.8,130.595
WPUIP2322001                  ,WPUIP2322001                  ,"PPI Commodity data for Inputs to nonresidential maintenance and repair, goods, not seasonally adjusted",Index base: 1986.06 = 100,1986-M06,2022-M04,101.4,106.2,111.1,113.9,115.3,116.3,119.3,122.2,126.9,129.2,131.4,131.0,132.9,137.1,137.9,137.0,139.7,151.7,165.1,178.6,185.7,204.3,194.9,210.3,229.3,229.3,229.9,232.1,221.0,216.3,226.0,242.0,241.3,236.9,283.124
WPUIP23220012                 ,WPUIP23220012                 ,"PPI Commodity data for Inputs to nonresidential maintenance and repair, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6,73.8,87.7,104.9,95.9,74.2,124.407
WPUIP23220013                 ,WPUIP23220013                 ,"PPI Commodity data for Inputs to nonresidential maintenance and repair, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,99.7,102.3,107.5,109.0,111.5,128.175
WPUIP2322002                  ,WPUIP2322002                  ,"PPI Commodity data for Inputs to nonresidential maintenance and repair, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,101.4,104.1,109.0,111.8,117.1,138.156
WPUIP23220021                 ,WPUIP23220021                 ,"PPI Commodity data for Inputs to nonresidential maintenance and repair, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,101.8,104.6,110.3,113.2,121.5,150.741
WPUIP23220022                 ,WPUIP23220022                 ,"PPI Commodity data for Inputs to nonresidential maintenance and repair, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23220023                 ,WPUIP23220023                 ,"PPI Commodity data for Inputs to nonresidential maintenance and repair, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.1,104.3,106.6,109.0,108.1,110.534
