index,Index,Label,unit,start,last,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PCU42480-42480-               ,PCU42480-42480-               ,"PPI industry data for Beer, wine, and distilled alcoholic beverage merchant wholesalers, not seasonally adjusted",Index base: 2021.01 = 100,2009-M02,2022-M04,,,,,,79.5,83.6,86.4,88.5,88.8,91.0,91.5,93.2,93.2,94.9,98.5,102.504
PCU424800424800               ,PCU424800424800               ,"PPI industry data for Beer, wine, and distilled alcoholic beverage merchant wholesalers, not seasonally adjusted",Index base: 2021.01 = 100,2009-M02,2022-M04,,,,,,79.5,83.6,86.4,88.5,88.8,91.0,91.5,93.2,93.2,94.9,98.5,102.504
PCU4248004248001              ,PCU4248004248001              ,"PPI industry data for Beer, wine, and distilled alcoholic beverage merchant wholesalers-Alcoholic beverage wholesaler services, not seasonally adjusted",Index base: 2009.02 = 100,2009-M02,2022-M04,,,,,,100.4,105.6,109.2,111.8,112.2,114.9,115.5,117.7,117.8,119.9,124.4,129.445
PCU42480042480011             ,PCU42480042480011             ,"PPI industry data for Beer, wine, and distilled alcoholic beverage merchant wholesalers-Wholesaling of beer, wine, and distilled alcoholic beverages, not seasonally adjusted",Index base: 2009.02 = 100,2009-M02,2022-M04,,,,,,100.4,105.6,109.2,111.8,112.2,114.9,115.5,117.7,117.8,119.9,124.4,129.669
PCU42480042480012             ,PCU42480042480012             ,"PPI industry data for Beer, wine, and distilled alcoholic beverage merchant wholesalers-Wholesaling of all other goods, except alcoholic beverages, not seasonally adjusted",Index base: 2021.01 = 100,2021-M01,2022-M04,,,,,,,,,,,,,,,,,96.068
PCU424800424800P              ,PCU424800424800P              ,"PPI industry data for Beer, wine, and distilled alcoholic beverage merchant wholesalers-Primary services, not seasonally adjusted",Index base: 2009.02 = 100,2009-M02,2022-M04,,,,,,100.4,105.6,109.2,111.8,112.2,114.9,115.5,117.7,117.8,119.9,124.4,129.445
PCU4249--4249--               ,PCU4249--4249--               ,"PPI industry group data for Miscellaneous nondurable goods merchant wholesalers, not seasonally adjusted",Index base: 2021.01 = 100,2009-M02,2022-M04,,,,,,73.6,75.9,79.2,79.5,81.7,80.9,82.6,95.4,99.7,103.0,106.2,105.546
PCU42490-42490-               ,PCU42490-42490-               ,"PPI industry data for Miscellaneous nondurable goods merchant wholesalers, not seasonally adjusted",Index base: 2021.01 = 100,2009-M02,2022-M04,,,,,,73.6,75.9,79.2,79.5,81.7,80.9,82.6,95.4,99.7,103.0,106.2,105.546
PCU424900424900               ,PCU424900424900               ,"PPI industry data for Miscellaneous nondurable goods merchant wholesalers, not seasonally adjusted",Index base: 2021.01 = 100,2009-M02,2022-M04,,,,,,73.6,75.9,79.2,79.5,81.7,80.9,82.6,95.4,99.7,103.0,106.2,105.546
PCU4249004249001              ,PCU4249004249001              ,"PPI industry data for Miscellaneous nondurable goods merchant wholesalers-Miscellaneous nondurable good wholesaler services, not seasonally adjusted",Index base: 2009.02 = 100,2009-M02,2022-M04,,,,,,105.7,109.0,113.7,114.2,117.3,116.3,118.7,137.0,143.1,147.9,152.5,151.675
PCU424900424900P              ,PCU424900424900P              ,"PPI industry data for Miscellaneous nondurable goods merchant wholesalers-Primary services, not seasonally adjusted",Index base: 2009.02 = 100,2009-M02,2022-M04,,,,,,105.7,109.0,113.7,114.2,117.3,116.3,118.7,137.0,143.1,147.9,152.5,151.675
PCU425120425120               ,PCU425120425120               ,"PPI industry data for Wholesale trade agents and brokers, not seasonally adjusted",Index base: 2004.06 = 100,2004-M06,2017-M08,100.4,102.9,106.0,111.0,111.5,114.4,123.7,129.8,130.0,133.1,129.2,132.2,,,,,
