index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
WDU14320101                   ,WDU14320101                   ,"PPI Commodity data for Transportation equipment-Runabouts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.8,107.1,111.0,114.4,119.6,123.6,128.9,136.6,140.0,141.0,143.9,147.6,155.0,162.3,166.6,169.6,172.3,180.8,190.1,194.7,201.7,,,,,,,,,,,
WDU14320103                   ,WDU14320103                   ,"PPI Commodity data for Transportation equipment-Other outboard boats, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.9,109.0,,,,129.0,134.1,140.0,142.7,143.6,140.8,141.5,145.8,150.4,154.0,157.5,163.1,169.8,172.4,176.0,,,,,,,,,,,
WDU14320106                   ,WDU14320106                   ,"PPI Commodity data for Transportation equipment-Outboard motorboats, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2011-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,107.6,112.1,116.0,119.4,122.0,122.7,,,,
WDU14320201                   ,WDU14320201                   ,"PPI Commodity data for Transportation equipment-Runabouts, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2,106.3,114.0,114.3,119.4,126.3,131.5,134.5,137.2,139.0,142.8,147.8,153.6,156.0,158.8,162.5,167.7,173.5,179.3,184.0,,,,,,,,,,,
WDU14320202                   ,WDU14320202                   ,"PPI Commodity data for Transportation equipment-Cabin cruisers, non-military, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,105.0,109.1,112.7,120.2,122.3,126.1,131.7,138.3,143.9,149.1,154.1,156.9,160.3,164.5,167.7,168.9,176.1,182.5,190.9,195.1,198.9,,,,,,,,,,,
WDU14320203                   ,WDU14320203                   ,"PPI Commodity data for Transportation equipment-Houseboats, not seasonally adjusted, discontinued",Index base: 1982 = 100,1991-M07,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.2,126.5,132.5,135.8,,,,,,,,,,,,,,,,,,,
WDU14320204                   ,WDU14320204                   ,"PPI Commodity data for Transportation equipment-Other inboard motor boats, not seasonally adjusted, discontinued",Index base: 1996.06 = 100,1996-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,104.8,110.0,115.9,120.6,120.1,120.7,,,,,,,,,,,
WDU14320205                   ,WDU14320205                   ,"PPI Commodity data for Transportation equipment-Inboard motorboats, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2011-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,105.2,108.1,111.7,117.1,119.2,121.1,,,,
WDU14320301                   ,WDU14320301                   ,"PPI Commodity data for Transportation equipment-Under 20 ft., L.O.A., not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1988-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.8,106.2,108.4,109.8,112.6,113.2,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14320302                   ,WDU14320302                   ,"PPI Commodity data for Transportation equipment-Over 20 ft., L.O.A., not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1988-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,104.8,110.9,115.3,122.7,126.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14320303                   ,WDU14320303                   ,"PPI Commodity data for Transportation equipment-Less than 26 ft. LOA, not seasonally adjusted, discontinued",Index base: 1988.12 = 100,1988-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,103.9,107.3,108.8,109.8,110.4,112.8,,,,,,,,,,,,,,,,,,,
WDU14320304                   ,WDU14320304                   ,"PPI Commodity data for Transportation equipment-26 ft. or more LOA, not seasonally adjusted, discontinued",Index base: 1988.12 = 100,1988-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.9,106.0,106.5,108.1,109.6,112.4,114.1,,,,,,,,,,,,,,,,,,,
WDU14320305                   ,WDU14320305                   ,"PPI Commodity data for Transportation equipment-Runabouts, not seasonally adjusted, discontinued",Index base: 1996.06 = 100,1996-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,107.7,110.9,116.9,121.3,122.8,123.1,,,,,,,,,,,
WDU14320306                   ,WDU14320306                   ,"PPI Commodity data for Transportation equipment-Cabin cruisers, not seasonally adjusted, discontinued",Index base: 1996.06 = 100,1996-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,104.1,106.4,109.6,112.7,114.7,115.0,,,,,,,,,,,
WDU14320307                   ,WDU14320307                   ,"PPI Commodity data for Transportation equipment-Other inboard-outdrive motorboats, not seasonally adjusted, discontinued",Index base: 1996.06 = 100,1996-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,107.7,109.9,113.3,117.2,119.4,124.1,,,,,,,,,,,
WDU14320308                   ,WDU14320308                   ,"PPI Commodity data for Transportation equipment-Inboard-outdrive boats, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2011-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,105.6,110.0,113.5,116.8,119.0,122.6,,,,
WDU14320401                   ,WDU14320401                   ,"PPI Commodity data for Transportation equipment-Sailboats, with auxiliary power, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,103.6,107.8,109.8,113.0,114.4,117.9,122.3,127.5,132.1,133.9,137.4,142.4,150.3,,,,,,,,,,,,,,,,,,,
WDU14320402                   ,WDU14320402                   ,"PPI Commodity data for Transportation equipment-Sailboats, without auxiliary power, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.8,101.4,99.0,,,,113.4,121.5,127.4,130.7,131.9,135.6,140.6,,,,,,,,,,,,,,,,,,,
WDU14320403                   ,WDU14320403                   ,"PPI Commodity data for Transportation equipment-Other boats: rowboats, canoes, skiffs, etc., not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.7,105.5,109.1,111.7,,,117.3,120.8,123.9,126.6,128.7,131.6,138.8,,,,,,,,,,,,,,,,,,,
WDU14320404                   ,WDU14320404                   ,"PPI Commodity data for Transportation equipment-Sail boats, with or without auxiliary power, not seasonally adjusted, discontinued",Index base: 1996.06 = 100,1996-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.7,108.5,110.7,113.1,115.3,116.4,117.4,,,,,,,,,,,
WDU14320405                   ,WDU14320405                   ,"PPI Commodity data for Transportation equipment-Other boats: rowboats, canoes, skiffs, etc., not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.7,105.5,109.1,111.7,,,117.3,120.8,123.9,126.6,128.7,131.6,138.8,146.1,149.6,151.8,152.9,159.8,164.8,165.9,172.6,,,,,,,,,,,
WDU144101                     ,WDU144101                     ,"PPI Commodity data for Transportation equipment-Locomotives, not seasonally adjusted, discontinued",Index base: 1982 = 100,1984-M07,1988-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8,114.5,114.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU144102                     ,WDU144102                     ,"PPI Commodity data for Transportation equipment-Locomotive parts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1984-M07,2001-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,99.3,94.2,96.2,109.1,112.2,115.7,119.0,121.5,121.1,125.2,,121.5,118.4,119.5,119.8,118.1,,,,,,,,,,,,,
WDU14410202                   ,WDU14410202                   ,"PPI Commodity data for Transportation equipment-Locomotive parts, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1991-M07,2001-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.9,122.5,122.1,126.2,,122.5,119.3,120.4,120.7,119.0,,,,,,,,,,,,,
WDU144201                     ,WDU144201                     ,"PPI Commodity data for Transportation equipment-Freight cars, not seasonally adjusted, discontinued",Index base: 1982 = 100,1984-M07,2001-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.0,97.6,102.2,108.6,110.2,111.3,109.4,109.3,114.9,124.5,127.8,125.8,127.0,126.4,126.9,126.9,,,,,,,,,,,,,
WDU14420102                   ,WDU14420102                   ,"PPI Commodity data for Transportation equipment-Freight cars, new, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M07,2001-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,100.0,99.6,104.5,111.0,112.8,113.9,112.0,111.9,117.6,127.4,130.9,128.8,130.0,129.4,129.9,129.9,,,,,,,,,,,,,
WDU144202                     ,WDU144202                     ,"PPI Commodity data for Transportation equipment-All other railroad cars, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1991-M07,2001-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3,129.7,145.5,149.4,151.2,151.9,152.9,154.9,154.9,155.1,,,,,,,,,,,,,
WDU14420202                   ,WDU14420202                   ,"PPI Commodity data for Transportation equipment-All other railroad cars, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1989-M07,2001-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.4,121.1,125.3,129.7,145.5,149.4,151.2,151.9,152.9,154.9,154.9,155.1,,,,,,,,,,,,,
WDU14420302                   ,WDU14420302                   ,"PPI Commodity data for Transportation equipment-Car parts and accessories, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1991-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.1,119.6,120.8,125.9,126.7,125.5,125.1,125.8,126.7,127.0,126.4,124.8,,,,,,,,,,,
WDU1481                       ,WDU1481                       ,"PPI Commodity data for Transportation equipment-Full-tracked armored vehicles, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1972-M12,1975-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,114.6,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14911103                   ,WDU14911103                   ,"PPI Commodity data for Transportation equipment-Other transportation equipment, n.e.c., not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,1992-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,100.9,104.2,107.7,109.2,111.0,111.9,,,,,,,,,,,,,,,,,,,,,,
