index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
WDU10151263                   ,WDU10151263                   ,"PPI Commodity data for Metals and metal products-Alloy steel, excluding stainless and high-temp., not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1998-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,94.3,92.2,91.1,89.2,90.8,93.7,95.1,95.5,95.7,96.2,96.7,98.6,99.9,100.1,,,,,,,,,,,,,,,,,,,,
WDU10151265                   ,WDU10151265                   ,"PPI Commodity data for Metals and metal products-Stainless steel, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1990-M07,1998-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.6,102.8,102.5,105.5,122.5,129.5,132.1,,,,,,,,,,,,,,,,,,,,
WDU10151267                   ,WDU10151267                   ,"PPI Commodity data for Metals and metal products-Open die or smith forgings, ferrous, not seasonally adjusted, discontinued",Index base: 1998.06 = 100,1998-M06,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,96.4,97.8,92.2,92.4,102.2,,,,,,,,,,,,,
WDU10151351                   ,WDU10151351                   ,"PPI Commodity data for Metals and metal products-Closed die forgings, carbon steel, not seasonally adjusted, discontinued",Index base: 1982 = 100,1961-M01,1998-M06,,,,,,,,,,,,,,,,,,,,,,,22.7,22.8,22.9,23.4,23.9,24.4,25.0,26.1,27.2,28.8,30.7,34.0,35.8,42.2,50.1,55.8,61.6,68.4,77.4,87.2,94.7,100.0,,101.7,102.6,101.2,102.8,106.9,113.6,115.0,115.1,115.2,115.3,115.6,117.3,118.3,121.8,,,,,,,,,,,,,,,,,,,,
WDU10151353                   ,WDU10151353                   ,"PPI Commodity data for Metals and metal products-Closed die forgings, alloy steel, not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M01,1998-M06,,,,,,,,,,,,,,,,,,,,,,,,22.8,22.9,23.4,23.4,24.1,24.6,25.1,26.6,28.8,30.2,32.1,33.7,39.8,47.2,53.0,58.0,65.1,73.3,83.1,,,,99.3,98.9,97.4,96.8,99.5,105.6,106.8,106.8,107.2,108.5,109.3,112.2,113.3,112.7,,,,,,,,,,,,,,,,,,,,
WDU10151355                   ,WDU10151355                   ,"PPI Commodity data for Metals and metal products-Closed die forgings, stainless steel, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,1998-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,93.5,93.1,92.2,97.9,116.5,119.7,114.0,111.1,110.7,114.3,121.5,126.0,125.3,,,,,,,,,,,,,,,,,,,,
WDU10151357                   ,WDU10151357                   ,"PPI Commodity data for Metals and metal products-Closed die forgings, other ferrous, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1985-M03,1990-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9,81.0,79.6,81.3,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU1015135911                 ,WDU1015135911                 ,"PPI Commodity data for Metals and metal products-Hot impression die impact, press and upset steel forgings, not seasonally adjusted, discontinued",Index base: 2007.12 = 100,2007-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8,117.2,119.2,120.1,121.7,120.3,118.0,118.4
WDU10151359111                ,WDU10151359111                ,"PPI Commodity data for Metals and metal products-Hot impression die impact, press, and upset carbon steel forgings, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,102.3,103.9,105.5,106.3,103.9,102.2,101.3
WDU10151359112                ,WDU10151359112                ,"PPI Commodity data for Metals and metal products-Hot impression die impact, press, & upset alloy steel forgings, except stainless and high temp, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,104.8,105.9,106.1,107.3,106.8,103.6,105.9
WDU10151359113                ,WDU10151359113                ,"PPI Commodity data for Metals and metal products-Hot impression die impact, press, and upset stainless steel forgings, not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2015-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,101.9,108.0,107.7,121.9,,,
WDU10151381                   ,WDU10151381                   ,"PPI Commodity data for Metals and metal products-Other forgings, ferrous, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1990-M07,1998-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,100.0,102.1,107.5,107.7,110.9,111.3,,,,,,,,,,,,,,,,,,,,
WDU1016                       ,WDU1016                       ,"PPI Commodity data for Metals and metal products-Electrometallurgical ferroalloy products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2016-M09,,,,,,,,,20.3,24.3,26.9,27.6,30.2,31.2,33.0,32.8,33.0,36.1,39.3,39.5,39.6,38.0,37.4,36.0,32.3,30.7,31.7,31.7,31.6,31.9,32.2,36.3,39.9,39.6,40.9,59.4,83.6,82.6,81.2,82.1,93.7,97.1,99.9,100.0,97.7,97.3,95.6,94.2,97.1,119.6,129.4,120.1,116.9,115.5,115.7,117.0,126.0,157.7,163.0,159.1,147.7,142.4,140.4,135.0,153.0,221.2,295.3,251.0,281.4,341.8,213.5,242.0,260.0,236.9,206.6,201.3,191.8,,
WDU101601                     ,WDU101601                     ,"PPI Commodity data for Metals and metal products-Blast and electric furnace products, not seasonally adjusted, discontinued",Index base: 1967 = 100,1975-M01,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.7,261.6,257.1,260.0,296.7,307.4,316.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160101                   ,WDU10160101                   ,"PPI Commodity data for Metals and metal products-Pig iron, basic, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,53.8,66.0,73.0,74.7,82.6,84.3,87.8,89.0,90.9,96.4,102.9,104.8,104.8,104.8,104.8,104.1,100.0,100.0,100.0,100.0,100.0,100.0,101.7,109.9,120.4,126.9,132.6,217.9,323.1,,332.5,356.7,369.0,369.4,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160102                   ,WDU10160102                   ,"PPI Commodity data for Metals and metal products-Pig iron, Bessemer, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1976-M11,,,,,,,,,55.0,68.3,74.2,76.6,83.5,85.2,88.7,89.8,91.8,97.3,103.8,105.6,105.6,105.6,105.6,104.7,100.8,100.8,100.8,100.6,100.0,100.0,101.6,111.3,121.2,128.4,134.5,138.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160103                   ,WDU10160103                   ,"PPI Commodity data for Metals and metal products-Pig iron, no. 2 foundry, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1976-M11,,,,,,,,,54.1,67.5,73.6,75.7,82.7,84.4,87.8,89.0,90.9,96.7,103.0,104.7,104.7,104.7,104.7,104.0,100.0,100.0,100.0,100.0,100.0,100.0,101.4,110.7,121.3,128.5,133.9,149.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160104                   ,WDU10160104                   ,"PPI Commodity data for Metals and metal products-Pig iron, no. 2 foundry, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1976-M11,,,,,,,,,52.2,67.3,67.8,72.3,81.6,83.4,87.0,88.2,90.4,95.6,102.0,105.1,105.1,105.1,105.1,104.3,100.0,100.0,100.0,100.0,100.0,100.0,101.8,110.6,121.7,124.0,123.1,126.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160105                   ,WDU10160105                   ,"PPI Commodity data for Metals and metal products-Pig iron, malleable, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,54.1,66.4,73.3,74.9,82.6,84.3,87.8,89.0,90.9,96.3,102.8,104.7,104.7,104.7,104.7,103.9,100.0,100.0,100.0,100.0,100.0,100.0,101.7,110.4,121.5,129.2,136.0,218.3,320.6,,330.6,354.2,366.9,366.9,377.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160107                   ,WDU10160107                   ,"PPI Commodity data for Metals and metal products-Pig iron, bessemer, not seasonally adjusted, discontinued",Index base: 1977.06 = 100,1977-M06,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.3,115.3,115.3,118.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160108                   ,WDU10160108                   ,"PPI Commodity data for Metals and metal products-Pig iron, no. 2 foundry, not seasonally adjusted, discontinued",Index base: 1977.06 = 100,1977-M06,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9,113.9,114.3,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160111                   ,WDU10160111                   ,"PPI Commodity data for Metals and metal products-Ferromanganese, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,81.6,88.5,100.2,102.3,109.2,118.9,134.1,132.9,128.9,147.7,170.6,165.6,165.6,150.0,148.7,128.3,113.9,101.5,102.3,101.0,100.0,99.2,99.3,106.2,111.3,111.3,115.3,178.4,261.5,253.6,242.7,238.6,282.6,296.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160112                   ,WDU10160112                   ,"PPI Commodity data for Metals and metal products-Ferrosilicon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,59.8,71.8,84.5,84.5,92.7,92.7,92.7,86.7,89.3,96.6,98.8,106.8,109.1,109.1,105.6,107.1,97.6,90.6,97.9,99.5,100.0,102.3,106.5,114.5,122.1,114.8,126.6,184.7,235.1,239.6,237.8,241.7,287.7,298.3,324.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160113                   ,WDU10160113                   ,"PPI Commodity data for Metals and metal products-Charge chrome, not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1982-M06,,,,,,,,,,,,,,,,,,,,153.6,153.6,136.6,128.3,128.1,97.4,88.0,100.0,100.0,100.0,102.5,102.0,131.6,154.0,143.6,137.4,188.9,,,257.6,246.4,288.8,309.6,311.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU101602                     ,WDU101602                     ,"PPI Commodity data for Metals and metal products-Blast furnace products, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1991-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.4,98.5,97.6,100.7,115.6,104.5,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160291                   ,WDU10160291                   ,"PPI Commodity data for Metals and metal products-Pig iron, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1986-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,100.3,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU101603                     ,WDU101603                     ,"PPI Commodity data for Metals and metal products-Electric furnace products, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,97.1,95.3,93.7,96.5,124.2,147.3,131.9,126.6,124.6,125.4,127.2,137.0,,,,,,,,,,,,,,,,,,,,,,
WDU10160311                   ,WDU10160311                   ,"PPI Commodity data for Metals and metal products-Ferromanganese, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,,,,,,,,,28.5,30.9,35.0,35.7,38.1,41.5,46.8,46.4,45.0,51.6,59.6,57.8,57.8,52.4,51.9,44.8,39.8,35.4,35.7,35.3,34.9,34.6,34.7,37.1,38.9,38.9,40.3,62.3,91.3,88.5,84.7,83.3,98.7,103.3,100.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160312                   ,WDU10160312                   ,"PPI Commodity data for Metals and metal products-Ferrosilicon, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1996-M06,,,,,,,,,18.7,22.5,26.4,26.4,29.0,29.0,29.0,27.1,27.9,30.2,30.9,33.4,34.1,34.1,33.0,33.5,30.5,28.3,30.6,31.1,31.3,32.0,33.3,35.8,38.2,35.9,39.6,57.8,73.5,74.9,74.4,75.6,90.0,93.3,101.4,100.0,,94.6,,,,,122.9,103.1,99.7,96.7,101.3,107.9,124.1,,,,,,,,,,,,,,,,,,,,,,
WDU10160313                   ,WDU10160313                   ,"PPI Commodity data for Metals and metal products-Charge chrome, not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,1982-M13,,,,,,,,,,,,,,,,,,,,49.0,49.0,43.6,41.0,40.9,31.1,28.1,31.9,31.9,31.9,32.7,32.6,42.0,49.2,45.9,43.9,60.3,,,82.2,78.7,92.2,98.9,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10160315                   ,WDU10160315                   ,"PPI Commodity data for Metals and metal products-Other electric furnace products, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M11,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8,103.6,101.1,103.0,132.5,170.8,163.4,160.5,160.7,161.0,160.5,167.8,,,,,,,,,,,,,,,,,,,,,,
WDU10160317                   ,WDU10160317                   ,"PPI Commodity data for Metals and metal products-Ferromolybdenum, not seasonally adjusted, discontinued",Index base: 1988.12 = 100,1988-M12,1990-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU101605                     ,WDU101605                     ,"PPI Commodity data for Metals and metal products-Ferroalloys, not seasonally adjusted, discontinued",Index base: 1996.06 = 100,1996-M06,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,98.4,93.1,90.1,,,,,,,,,,,,,,,,,
WDU10160511                   ,WDU10160511                   ,"PPI Commodity data for Metals and metal products-Ferrosilicon, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2001-M06,,,,,,,,,18.7,22.5,26.4,26.4,29.0,29.0,29.0,27.1,27.9,30.2,30.9,33.4,34.1,34.1,33.0,33.5,30.5,28.3,30.6,31.1,31.3,32.0,33.3,35.8,38.2,35.9,39.6,57.8,73.5,74.9,74.4,75.6,90.0,93.3,101.4,100.0,,94.6,,,,,122.9,103.1,99.7,96.7,101.3,107.9,124.1,,156.0,151.9,147.1,142.2,,,,,,,,,,,,,,,,,
WDU10160515                   ,WDU10160515                   ,"PPI Commodity data for Metals and metal products-Other ferroalloys, not seasonally adjusted, discontinued",Index base: 1996.06 = 100,1996-M06,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,114.4,92.4,90.1,,,,,,,,,,,,,,,,,
WDU101606                     ,WDU101606                     ,"PPI Commodity data for Metals and metal products-Other electrometallurgical products, not seasonally adjusted, discontinued",Index base: 1996.06 = 100,1996-M06,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,97.2,88.8,85.3,,,,,,,,,,,,,,,,,
WDU10160611                   ,WDU10160611                   ,"PPI Commodity data for Metals and metal products-Other electrometallurgical products, not seasonally adjusted, discontinued",Index base: 1996.06 = 100,1996-M06,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,97.2,88.8,85.3,,,,,,,,,,,,,,,,,
WDU101607                     ,WDU101607                     ,"PPI Commodity data for Metals and metal products-Ferrosilicon, not seasonally adjusted, discontinued",Index base: 2001.06 = 100,2001-M06,2009-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,,,,159.4,,,,,,,,,,,
WDU10160701                   ,WDU10160701                   ,"PPI Commodity data for Metals and metal products-Ferrosilicon, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2009-M03,,,,,,,,,18.7,22.5,26.4,26.4,29.0,29.0,29.0,27.1,27.9,30.2,30.9,33.4,34.1,34.1,33.0,33.5,30.5,28.3,30.6,31.1,31.3,32.0,33.3,35.8,38.2,35.9,39.6,57.8,73.5,74.9,74.4,75.6,90.0,93.3,101.4,100.0,,94.6,,,,,122.9,103.1,99.7,96.7,101.3,107.9,124.1,,156.0,151.9,147.1,142.2,136.5,129.1,,,,217.8,,,,,,,,,,,
WDU101608                     ,WDU101608                     ,"PPI Commodity data for Metals and metal products-Other ferroalloys and ferrous products, not seasonally adjusted, discontinued",Index base: 2001.06 = 100,2001-M06,2009-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,103.8,161.0,232.2,184.5,205.6,231.0,132.3,,,,,,,,
WDU10160801                   ,WDU10160801                   ,"PPI Commodity data for Metals and metal products-Other ferroalloys and ferrous products, not seasonally adjusted, discontinued",Index base: 2001.06 = 100,2001-M06,2009-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,103.8,161.0,232.2,184.5,205.6,231.0,132.3,,,,,,,,
WDU101609                     ,WDU101609                     ,"PPI Commodity data for Metals and metal products-Electrometallurgical ferroalloy products, not seasonally adjusted, discontinued",Index base: 2009.12 = 100,2009-M12,2016-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.4,118.6,108.0,94.3,91.8,87.5,,
WDU10160901                   ,WDU10160901                   ,"PPI Commodity data for Metals and metal products-Electrometallurgical ferroalloy products, not seasonally adjusted, discontinued",Index base: 2009.12 = 100,2009-M12,2016-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.4,118.6,108.0,94.3,91.8,87.5,,
WDU101701                     ,WDU101701                     ,"PPI Commodity data for Metals and metal products-Ingots, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1990-M01,1991-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10170201                   ,WDU10170201                   ,"PPI Commodity data for Metals and metal products-Semifinished steel mill products, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.6,174.6,199.3,216.9,267.4,197.0,209.0,,,,,,,
WDU10170291                   ,WDU10170291                   ,"PPI Commodity data for Metals and metal products-Semifinished products, carbon, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1989-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,94.5,93.9,97.3,102.9,106.4,102.2,105.6,103.3,90.7,93.7,91.5,92.9,95.5,,,,,,,,,,,,,,
WDU10170292                   ,WDU10170292                   ,"PPI Commodity data for Metals and metal products-Semifinished products, alloy, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1989-M12,1994-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5,98.1,100.9,91.9,,,,,,,,,,,,,,,,,,,,,,,,
WDU10170293                   ,WDU10170293                   ,"PPI Commodity data for Metals and metal products-Semifinished products, stainless, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1989-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,93.3,85.6,79.1,81.5,110.2,92.5,88.0,84.9,82.2,92.2,85.8,84.4,90.6,,,,,,,,,,,,,,
WDU10170299                   ,WDU10170299                   ,"PPI Commodity data for Metals and metal products-Semifinished steel mill products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1939-M01,1989-M13,8.1,8.1,8.1,8.1,8.1,8.1,8.5,9.1,10.9,13.1,14.4,15.6,16.4,16.8,18.7,20.0,21.0,22.5,25.0,25.9,26.3,26.2,26.2,26.2,26.3,26.6,26.6,26.7,27.0,27.6,28.9,30.3,33.2,35.4,36.2,45.7,55.8,60.3,65.8,73.1,79.5,88.0,97.1,100.0,100.1,100.3,100.3,99.0,100.1,109.1,113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10170311                   ,WDU10170311                   ,"PPI Commodity data for Metals and metal products-Sheets, h.r., carbon, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1989-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1,93.4,89.7,94.9,103.7,108.4,101.0,103.1,98.6,90.2,90.5,79.7,92.8,96.4,,,,,,,,,,,,,,
WDU10170313                   ,WDU10170313                   ,"PPI Commodity data for Metals and metal products-Sheets and strip, hot dipped galvanized, carbon, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1989-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,96.7,95.0,92.9,96.7,101.9,98.7,101.5,97.8,91.0,89.0,80.7,83.5,88.6,,,,,,,,,,,,,,
WDU10170315                   ,WDU10170315                   ,"PPI Commodity data for Metals and metal products-Sheets and strip, electrolytic galvanized, carbon, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1989-M12,2003-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,99.9,98.9,99.1,101.3,110.3,106.7,,102.6,98.8,99.1,95.6,95.6,,,,,,,,,,,,,,,
WDU10170317                   ,WDU10170317                   ,"PPI Commodity data for Metals and metal products-Other metallic coated sheets & strip, carbon, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1990-M08,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,95.9,94.9,,,,,,,,,,,,,,,,,,,,,,,,
WDU10170319                   ,WDU10170319                   ,"PPI Commodity data for Metals and metal products-Strip, h.r., carbon, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1989-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,94.3,93.0,96.2,105.8,111.3,107.3,,,,,,,,,,,,,,,,,,,,,
WDU10170326                   ,WDU10170326                   ,"PPI Commodity data for Metals and metal products-Tinplate, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1989-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3,106.8,107.2,104.9,102.1,106.4,104.5,105.0,105.6,103.5,103.8,103.8,105.7,104.7,,,,,,,,,,,,,,
WDU10170328                   ,WDU10170328                   ,"PPI Commodity data for Metals and metal products-Tin free steel, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1989-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,105.7,105.9,102.2,100.1,101.8,100.1,,,,,,,,,,,,,,,,,,,,,
WDU10170329                   ,WDU10170329                   ,"PPI Commodity data for Metals and metal products-Other tin mill products, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M08,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,95.6,93.1,93.4,94.8,94.9,,,,,,,,,,,,,,
